# det_number side channel corrected_fit_amp corrected_fit_energy corrected_fit_fwhm raw_fit_mean
1 0 0 28.06559081 3.18241047 0.06806976211 1625.353187
1 0 1 26.5062089 3.182482477 0.07267739625 1580.093797
1 0 2 32.70027953 3.181231233 0.06936591918 1640.411765
1 0 3 32.12351251 3.181067959 0.07478112941 1533.051797
1 0 4 37.99389389 3.18357129 0.06734581589 1594.561829
1 0 5 37.34851733 3.181624761 0.06788364004 1638.986471
1 0 6 40.89300155 3.183167735 0.06927537666 1609.684288
1 0 7 43.89608653 3.181093578 0.06656842723 1517.097291
1 0 8 46.75392088 3.18243721 0.06495171229 1582.819069
1 0 9 55.89987143 3.182693057 0.06835786776 1672.761717
1 0 10 51.85384509 3.182376115 0.06829033812 1659.027443
1 0 11 60.76565385 3.181524306 0.06093462288 1601.282449
1 0 12 56.54675691 3.183523137 0.07290239733 1671.044992
1 0 13 65.16503616 3.182223223 0.07211525398 1664.040753
1 0 14 93.1516927 3.182618878 0.05458816535 1672.621134
1 0 15 79.34643473 3.18182972 0.0633456419 1592.673501
1 0 16 93.60187957 3.182043752 0.05778491169 1689.145578
1 0 17 91.21483034 3.182477881 0.06202710549 1649.456735
1 0 18 95.84133684 3.181350218 0.06355253868 1640.079319
1 0 19 114.8258149 3.182448235 0.06008666431 1599.148285
1 0 20 114.5024813 3.182152105 0.05827993208 1679.955596
1 0 21 111.6961271 3.182153949 0.05953396372 1700.425114
1 0 22 126.2560327 3.181252442 0.05563564554 1674.366555
1 0 23 115.3197852 3.18247016 0.06477936387 1527.204695
1 0 24 151.4502999 3.182071681 0.05513147824 1696.956127
1 0 25 166.8716899 3.183152356 0.05471662544 1691.531155
1 0 26 151.6394374 3.182290528 0.05536456437 1652.234428
1 0 27 153.8809606 3.182237018 0.06052507853 1527.754371
1 0 28 182.1475603 3.182265042 0.05253399273 1664.090828
1 0 29 175.0032766 3.182630489 0.05288530142 1674.561265
1 0 30 159.2801275 3.182388977 0.05109989076 1720.772006
1 0 31 143.5240548 3.181803299 0.05529256856 1555.070021
1 1 0 427.2875259 3.181745572 0.1143120061 1450.113267
1 1 1 260.709351 3.182063407 0.1180811681 1413.654336
1 1 2 571.0282204 3.181773835 0.1150522344 1421.084986
1 1 3 435.4399203 3.182064588 0.1112050099 1457.029841
3 0 0 22.20058225 3.182959915 0.06801281617 1548.931485
3 0 1 32.52777517 3.182680761 0.0566915186 1657.456797
3 0 2 28.27058237 3.181903093 0.07016866314 1566.238319
3 0 3 32.59302924 3.18085042 0.0717514524 1544.066254
3 0 4 36.5706543 3.182730442 0.07438977836 1521.844464
3 0 5 44.0822318 3.181307379 0.06326821944 1539.282172
3 0 6 45.45786784 3.181244422 0.05989426444 1600.224075
3 0 7 34.83272289 3.182923793 0.07313906169 1554.009016
3 0 8 51.99461189 3.182915162 0.05933115412 1590.301109
3 0 9 49.72531596 3.180816318 0.06997142412 1548.32023
3 0 10 53.54329592 3.182217477 0.07180402577 1586.091977
3 0 11 52.3501427 3.182492732 0.07382589793 1548.916983
3 0 12 60.10772141 3.181141318 0.06577378902 1590.335493
3 0 13 67.41988709 3.182239063 0.06677994998 1605.471626
3 0 14 64.22951435 3.18360274 0.06891397128 1586.071587
3 0 15 85.06174623 3.182278382 0.06385681409 1564.194055
3 0 16 85.54558803 3.182587356 0.06144908206 1624.561606
3 0 17 82.46488613 3.181976068 0.06821961163 1595.473356
3 0 18 95.83340348 3.18222882 0.05749466088 1617.974008
3 0 19 98.29619443 3.182209871 0.06310768341 1521.852146
3 0 20 98.9919721 3.181735094 0.06736913901 1579.684703
3 0 21 99.66084753 3.182136048 0.07049036107 1611.204588
3 0 22 117.9218682 3.182471932 0.05999779868 1586.750125
3 0 23 118.558544 3.182320991 0.05958494845 1553.71354
3 0 24 119.4706552 3.181742878 0.06334557594 1548.361363
3 0 25 134.784731 3.182179705 0.05817576971 1587.932978
