# det_number side channel corrected_fit_amp corrected_fit_energy corrected_fit_fwhm raw_fit_mean
1 0 0 34.69968634 5.488103212 0.1133166631 2235.366317
1 0 1 39.54947746 5.4877469 0.1173522823 2261.803305
1 0 2 32.79044847 5.487573774 0.1452408868 2060.763179
1 0 3 47.7366104 5.487296649 0.1051792156 2229.62593
1 0 4 43.31361986 5.486493229 0.1110360407 2204.168508
1 0 5 40.56754758 5.486581914 0.1136231269 2158.232287
1 0 6 47.25923664 5.484366243 0.1095900182 2273.059105
1 0 7 43.13688344 5.48614503 0.112833584 2222.560322
1 1 0 95.58916702 5.483279017 0.4185450919 902.634086
2 0 0 52.68336981 5.483982763 0.1113697815 2308.148527
2 0 1 57.6188624 5.487110449 0.1092244437 2225.807141
2 0 2 52.72623378 5.486636316 0.1149814713 2268.006301
2 0 3 62.58999795 5.485783995 0.1006550571 2225.450813
2 0 4 52.25337931 5.488001326 0.1116152166 2278.92193
2 0 5 50.03592308 5.485785528 0.1196403181 2258.994734
2 0 6 58.95612558 5.486901358 0.1060821121 2333.01214
2 0 7 53.98295475 5.486917313 0.1138041281 2234.878212
2 1 0 124.2503225 5.484375871 0.4169247879 964.9463286
3 0 0 39.38439816 5.486507876 0.1160053614 2274.497258
3 0 1 44.95124463 5.486389773 0.1057173295 2307.108721
3 0 2 38.07063397 5.483490767 0.1163242145 2218.517837
3 0 3 38.63401174 5.485333795 0.1139889147 2257.047954
3 0 4 39.7682625 5.485045053 0.1131705023 2255.191772
3 0 5 37.51939667 5.490335849 0.1144494784 2241.53843
3 0 6 36.36893617 5.486799107 0.1166273734 2276.931295
3 0 7 14.52931912 5.484624021 0.3047533067 2367.304781
3 1 0 89.60561142 5.487311456 0.4363516784 926.1871974
4 0 0 37.55957943 5.485748655 0.1076604711 2281.590756
4 0 1 37.67084753 5.486905642 0.1305747337 2129.401428
4 0 2 53.98997137 5.486747479 0.0986514638 2316.520049
4 0 3 42.25505577 5.485794951 0.1034801808 2164.34011
4 0 4 42.29426535 5.485386375 0.1059688617 2214.313483
4 0 5 42.21903068 5.484581043 0.1136190445 2277.75129
4 0 6 42.40642872 5.486075009 0.1082223878 2356.923004
4 0 7 37.51632424 5.48750684 0.1218203571 2229.719946
4 1 0 92.82806027 5.488578206 0.4249441705 918.0480758
5 0 0 52.85943666 5.487062154 0.1179670841 2196.461574
5 0 1 47.08875949 5.487474323 0.1289138994 2304.755951
5 0 2 55.19533218 5.488433944 0.1074618397 2275.55376
5 0 3 64.70221448 5.486402495 0.09728869193 2257.846243
5 0 4 53.98714245 5.485954161 0.1101088829 2204.820168
5 0 5 49.47576812 5.486886891 0.12757674 2184.682379
5 0 6 62.02993595 5.485196748 0.1048927065 2197.850748
5 0 7 55.46129024 5.486861944 0.1093285918 2175.026775
5 1 0 126.0089431 5.486276988 0.4199219046 921.1108267
6 0 0 60.28047143 5.485385414 0.09810712798 2389.108499
6 0 1 57.92780903 5.485736396 0.09739097991 2371.609295
6 0 2 60.01977814 5.485775315 0.1068899123 2298.832881
6 0 3 60.76887193 5.487461528 0.09416475313 2274.114754
6 0 4 57.54680142 5.485898298 0.1047235362 2302.359593
6 0 5 56.10835933 5.485458477 0.09789710695 2403.016315
6 0 6 56.92280328 5.486599795 0.0963937226 2296.811414
6 0 7 57.03909101 5.486085221 0.09920261389 2213.144095
6 1 0 138.547439 5.484775218 0.3545373829 955.2861836
7 0 0 44.14859408 5.485839949 0.1355336235 2152.773052
7 0 1 50.16344257 5.486230144 0.1155784217 2259.453417
7 0 2 50.24614514 5.485303061 0.115849573 2310.1239
7 0 3 59.82001645 5.487298365 0.09680483883 2309.923701
7 0 4 49.9410511 5.485908171 0.116942124 2313.392992
7 0 5 55.24862942 5.486173306 0.1007234048 2269.651869
7 0 6 55.85917976 5.486999723 0.1015061941 2287.363838
7 0 7 49.3235303 5.487251728 0.1159422565 2235.514855
7 1 0 121.4772604 5.491731372 0.418246717 963.1369259
8 0 0 47.49726908 5.486706882 0.1011946818 2299.060496
8 0 1 47.00751851 5.485952881 0.09307620568 2242.457078
8 0 2 44.11576952 5.486238021 0.1108365347 2147.440054
8 0 3 38.62027614 5.488349115 0.1254247813 2087.676437
8 0 4 43.34632548 5.486581811 0.1069683199 2218.415442
8 0 5 40.52618861 5.486319905 0.1159678153 2139.846565
8 0 6 40.88977262 5.487372811 0.108449827 2361.40183
8 0 7 38.96542763 5.485706143 0.1066706344 2196.194392
8 1 0 96.90477587 5.48035367 0.4135633312 897.1385739
