# det_number side channel corrected_fit_amp corrected_fit_energy corrected_fit_fwhm raw_fit_mean
1 0 0 5.081580767 3.209648093 0.3650628812 1478.671032
1 0 1 11.27348868 3.183295721 0.1471653571 1463.813282
1 0 2 16.35456102 3.174424517 0.1294666129 1527.708306
1 0 3 18.40941363 3.186362435 0.1400294831 1423.157203
1 0 4 16.11338194 3.186539407 0.1297467434 1480.648538
1 0 5 20.70662077 3.184573682 0.1381807174 1518.481369
1 0 6 22.90846793 3.18110039 0.129882957 1499.094816
1 0 7 23.79218087 3.181381682 0.1341453051 1413.346337
1 0 8 28.10576518 3.182095562 0.1255251633 1474.624927
1 0 9 25.99581941 3.184705084 0.1260231288 1561.59455
1 0 10 27.4445881 3.184021573 0.1256107196 1550.085172
1 0 11 31.21870709 3.180448077 0.1156803243 1499.629562
1 0 12 35.76658498 3.183433318 0.1076439863 1564.490278
1 0 13 48.05006305 3.183157546 0.09065244234 1561.58303
1 0 14 51.70848359 3.181672924 0.09624217872 1568.961128
1 0 15 51.78426324 3.181729616 0.09653657937 1493.774951
1 0 16 59.90562667 3.178091588 0.08963085074 1588.903514
1 0 17 58.59314187 3.181472437 0.09233087869 1551.661759
1 0 18 59.143157 3.181668317 0.1051574084 1541.601476
1 0 19 65.38160549 3.181970333 0.09611082874 1503.209436
1 0 20 64.5215428 3.182701046 0.09530099853 1578.523022
1 0 21 77.67130487 3.181696958 0.08980118624 1594.057377
1 0 22 75.72567367 3.182391911 0.1000188284 1567.546835
1 0 23 75.76774781 3.180775104 0.09307377623 1428.744231
1 0 24 83.05922414 3.181925038 0.08919547385 1586.891189
1 0 25 89.97648052 3.184042747 0.09366071249 1580.488753
1 0 26 96.63973053 3.182876169 0.08958324908 1542.011578
1 0 27 112.681845 3.182502968 0.07951809978 1425.090074
1 0 28 112.0389425 3.180547117 0.07387780264 1553.652501
1 0 29 105.2976731 3.182683661 0.07943816009 1560.925484
1 0 30 104.6989273 3.182980304 0.07394468002 1603.739219
1 0 31 72.45570543 3.18200515 0.09575485428 1446.378353
1 1 0 392.6188149 3.181514215 0.1203885739 1352.67958
1 1 1 285.3901458 3.181907837 0.1079352594 1324.295256
1 1 2 460.5730088 3.182202541 0.1415991683 1326.314148
1 1 3 343.7563598 3.181255134 0.1203611102 1351.436454
2 0 0 7.632849864 3.183164354 0.251558343 1389.56227
2 0 1 24.62076678 3.18298557 0.09151888284 1535.849887
2 0 2 21.96639566 3.184006266 0.1082017965 1484.155025
2 0 3 23.12309964 3.184417106 0.1031307074 1393.648705
2 0 4 21.6777287 3.183448884 0.1156176115 1427.398853
2 0 5 26.09649297 3.182790531 0.111327098 1440.017964
2 0 6 35.15781256 3.18115778 0.09091411675 1496.765913
2 0 7 30.07657834 3.186250217 0.09852122808 1368.473509
2 0 8 41.76656284 3.182536905 0.08805839258 1515.569338
2 0 9 43.71172577 3.181676663 0.09202670658 1495.61072
2 0 10 41.6524323 3.182416149 0.1030289149 1524.870254
2 0 11 40.52301477 3.182298614 0.1052831699 1408.910173
2 0 12 47.59710413 3.180812788 0.1008787075 1519.392122
2 0 13 48.68423144 3.181307124 0.09566571895 1543.282782
2 0 14 54.2856211 3.182283918 0.08952053835 1490.74863
2 0 15 62.28359779 3.183068032 0.09570210971 1460.720664
2 0 16 53.08790787 3.182598519 0.09855138881 1466.705037
2 0 17 65.3578024 3.180900254 0.09017558837 1475.092571
2 0 18 73.38912268 3.18192717 0.08597831285 1578.196399
2 0 19 65.54873569 3.182076822 0.09310987926 1459.041767
2 0 20 81.95247634 3.181134513 0.08715048169 1578.728704
