# det_number side channel corrected_fit_amp corrected_fit_energy corrected_fit_fwhm raw_fit_mean
1 0 0 43.40946851 5.485211488 0.1092988176 2230.641033
1 0 1 40.03951981 5.487374397 0.1174073651 2256.964396
1 0 2 34.22118194 5.486501463 0.134422651 2056.951314
1 0 3 47.22598473 5.485623799 0.1007323942 2226.351801
1 0 4 37.31428669 5.487655459 0.1234335107 2198.328874
1 0 5 43.00766112 5.486944965 0.114193749 2152.480654
1 0 6 46.13026365 5.486915696 0.1029397567 2268.085446
1 0 7 38.38432332 5.484365006 0.1125324366 2218.308877
1 1 0 95.535344 5.484997814 0.4009037886 901.3747289
2 0 0 53.77081465 5.486114121 0.1048682163 2299.605109
2 0 1 49.06783812 5.487149368 0.1279630435 2216.617383
2 0 2 50.68139525 5.485741771 0.1148464912 2261.001515
2 0 3 62.18911803 5.486218852 0.1080332184 2219.151615
2 0 4 56.97949407 5.484995863 0.1005806574 2272.581777
2 0 5 55.75275425 5.485664665 0.1108024255 2250.866523
2 0 6 55.74224266 5.4853298 0.1093611416 2326.058238
2 0 7 49.43598445 5.486540398 0.1270959892 2226.770028
2 1 0 123.061613 5.488858079 0.4153319325 960.4021638
3 0 0 39.31927432 5.488971604 0.1186144385 2261.495456
3 0 1 40.2297575 5.48676032 0.1049416335 2298.806943
3 0 2 41.47887174 5.485751351 0.1201924421 2211.038099
3 0 3 38.0282442 5.48887765 0.110376332 2248.690011
3 0 4 40.77102434 5.484990429 0.1111985527 2246.339163
3 0 5 37.38822145 5.486011353 0.1211669883 2231.814734
3 0 6 38.01810153 5.487812095 0.1218455314 2267.110067
3 0 7 29.03337534 5.486151145 0.1432432908 2351.177108
3 1 0 98.43720895 5.485281046 0.38437981 921.6681165
4 0 0 41.71925034 5.48760227 0.1190317682 2265.846078
4 0 1 35.45141415 5.485814083 0.1388880187 2116.129305
4 0 2 40.93824542 5.486671826 0.1110976396 2303.923062
4 0 3 34.48153197 5.486167985 0.1319532741 2148.766624
4 0 4 34.94994468 5.486624118 0.1360342986 2198.321995
4 0 5 39.69717136 5.484180371 0.1195204737 2263.844917
4 0 6 38.73746523 5.484740216 0.1107359949 2343.939924
4 0 7 40.39903408 5.485821666 0.1105644245 2214.151598
4 1 0 94.33293037 5.485826029 0.4219247985 909.2693615
5 0 0 47.22821782 5.487531859 0.122407895 2192.77354
5 0 1 51.77886361 5.48762521 0.1228227324 2304.737697
5 0 2 58.36578635 5.486893453 0.100162749 2273.796666
5 0 3 56.40649783 5.486808802 0.1155585938 2257.161957
5 0 4 52.96436546 5.488600976 0.1179647712 2201.259799
5 0 5 50.51138226 5.487586947 0.1143866513 2181.540845
5 0 6 50.51903937 5.485250215 0.1091781453 2195.949544
5 0 7 51.98543513 5.483903654 0.107040462 2169.895911
5 1 0 120.0958008 5.489383103 0.4241439376 918.6059842
6 0 0 54.78589286 5.486678934 0.1024901958 2381.818121
6 0 1 60.44154633 5.487196637 0.09802931708 2367.129145
6 0 2 56.70236509 5.486875823 0.1029702241 2293.498325
6 0 3 57.42936228 5.486492812 0.09794818367 2271.992728
6 0 4 62.94308588 5.486966766 0.09462979952 2300.367656
6 0 5 59.42780837 5.487475924 0.09298955264 2398.862994
6 0 6 58.54522733 5.486235076 0.09679617262 2294.898498
6 0 7 48.87965247 5.486346776 0.1083387372 2205.734344
6 1 0 135.8969145 5.483275512 0.3554699235 953.5954263
7 0 0 44.29584506 5.486732934 0.1354484867 2146.108849
7 0 1 47.48854813 5.487526723 0.1130471912 2255.6974
7 0 2 50.13848446 5.485611658 0.112682048 2305.441044
7 0 3 57.4254555 5.486741954 0.1022698202 2308.944064
7 0 4 47.64901299 5.486682276 0.1183251814 2311.385881
7 0 5 51.82144617 5.487170162 0.1114088098 2268.142369
7 0 6 53.37297425 5.487028333 0.1046349765 2287.619108
7 0 7 41.58527096 5.486639746 0.1203617551 2229.691954
7 1 0 116.7757249 5.488386648 0.4174538126 958.9473216
8 0 0 40.94934216 5.487793315 0.1053615856 2290.574345
8 0 1 42.77966642 5.485650632 0.1040410306 2237.926452
8 0 2 35.99219577 5.487213793 0.1146967321 2142.757727
8 0 3 40.45926355 5.487595695 0.1223027753 2085.967272
8 0 4 42.06827902 5.486087145 0.1031326298 2217.305702
8 0 5 39.4326632 5.486950034 0.1182779473 2136.921618
8 0 6 44.71796634 5.485199014 0.09572471976 2359.172134
8 0 7 41.80828234 5.485297882 0.1125498064 2190.688969
8 1 0 97.1121169 5.485742142 0.4069331192 893.2694475
