0	0.334	
10	0.038	
20	0.087	
30	0.127	
40	0.159	
50	0.194	
60	0.215	
70	0.232	
80	0.245	
90	0.255	
100	0.258	
112	0.275	
120	0.287	
130	0.302	
140	0.317	
150	0.354	
160	0.383	
170	0.4	    
180	0.405	
190	0.395	
200	0.441	
