# det_number side channel corrected_fit_amp corrected_fit_energy corrected_fit_fwhm raw_fit_mean
1 0 0 37.4085763 5.486161009 0.1056065296 2226.937867
1 0 1 41.82040523 5.48795233 0.09538904481 2255.692599
1 0 2 34.80911098 5.487338734 0.1206494008 2054.572565
1 0 3 46.63698701 5.485517516 0.09712564026 2222.562809
1 0 4 42.05530978 5.485756843 0.1085995763 2198.40574
1 0 5 39.94593164 5.486067329 0.1122118448 2150.446728
1 0 6 43.42996229 5.487030342 0.1027591631 2267.009602
1 0 7 39.96773821 5.487313396 0.1101040024 2213.282674
1 1 0 87.80356318 5.491935315 0.4088250476 897.7859876
2 0 0 58.46092474 5.485017035 0.1029651885 2295.560769
2 0 1 44.24512653 5.48573808 0.1238164958 2214.150018
2 0 2 51.99372587 5.487161596 0.1072214787 2258.000452
2 0 3 52.30597649 5.487413303 0.1095951005 2215.060545
2 0 4 56.8340773 5.486208218 0.1089051568 2271.323755
2 0 5 52.44509801 5.486258683 0.1187466381 2246.959953
2 0 6 50.24287695 5.487151271 0.1128903837 2320.000047
2 0 7 48.5260068 5.487321539 0.1207029489 2222.412487
2 1 0 120.1111806 5.486308974 0.4164613429 957.7498272
3 0 0 41.24324827 5.485620957 0.1114661157 2257.367701
3 0 1 38.56966905 5.485696751 0.1127894087 2294.068453
3 0 2 35.51516793 5.485323569 0.117264862 2202.901019
3 0 3 34.66120327 5.4860964 0.119434739 2238.08214
3 0 4 33.60116832 5.487022373 0.1329365427 2232.934337
3 0 5 32.24920783 5.484366251 0.1315108329 2223.427299
3 0 6 35.52227381 5.486456315 0.1115135351 2261.157469
3 0 7 32.0518035 5.484548639 0.129918733 2347.433347
3 1 0 90.36127961 5.488053473 0.4043030183 917.1101896
4 0 0 33.29735629 5.485442074 0.1205251889 2256.985746
4 0 1 28.41195304 5.487028899 0.1516599374 2107.161205
4 0 2 37.11218537 5.485042403 0.1301726761 2293.125775
4 0 3 32.40775628 5.487815122 0.1298980298 2142.442251
4 0 4 36.3338664 5.487278777 0.1273666848 2191.654687
4 0 5 30.35264227 5.488470499 0.1315247975 2254.328746
4 0 6 31.27448313 5.487826793 0.1358379087 2331.743676
4 0 7 31.30910539 5.49123943 0.1193884377 2204.398665
4 1 0 79.84938121 5.490087174 0.4435954639 901.4769517
5 0 0 47.35195543 5.485884009 0.1134480971 2189.479431
5 0 1 45.54744994 5.486668125 0.1277411167 2304.137802
5 0 2 57.52787972 5.486538336 0.1034929631 2271.472136
5 0 3 55.46879325 5.487662381 0.1098228308 2254.804328
5 0 4 51.77199057 5.487174299 0.109521123 2202.549307
5 0 5 52.11621116 5.485750184 0.1145868918 2181.04999
5 0 6 52.03209302 5.486784228 0.1052459868 2194.951545
5 0 7 57.30451223 5.487664479 0.09701466404 2169.272209
5 1 0 112.6964191 5.48709089 0.4331862892 918.1819174
6 0 0 57.68447076 5.487264831 0.1029664102 2380.661725
6 0 1 58.6301475 5.486777899 0.0975214515 2366.461603
6 0 2 56.59392657 5.484807241 0.1011724925 2291.837711
6 0 3 51.20112066 5.48794122 0.1012606832 2268.759287
6 0 4 52.84955072 5.485959974 0.1004249977 2298.417
6 0 5 57.09952361 5.486657445 0.09058468899 2398.472025
6 0 6 53.01517366 5.484450662 0.1004958615 2292.912308
6 0 7 44.74952543 5.485277185 0.1079050538 2203.240449
6 1 0 126.2515862 5.484761089 0.3703948684 950.2692565
7 0 0 43.8268117 5.486207306 0.127477418 2144.764137
7 0 1 48.89108339 5.486852902 0.1118613276 2255.01248
7 0 2 48.61818664 5.48724969 0.1165890472 2305.613788
7 0 3 53.58970593 5.486636885 0.1093107375 2306.863146
7 0 4 47.67265883 5.48809571 0.1095299204 2311.240047
7 0 5 50.16064257 5.486977079 0.1049032775 2266.429
7 0 6 53.73320158 5.486836769 0.1057935824 2282.577726
7 0 7 40.5148422 5.485139339 0.1224565999 2228.241408
7 1 0 111.9917492 5.486341398 0.4071188658 958.2104175
8 0 0 41.00413257 5.485309932 0.1009513897 2288.429727
8 0 1 37.85743464 5.484690771 0.114109189 2237.813232
8 0 2 42.58543644 5.486276349 0.1075840478 2142.184706
8 0 3 38.09855695 5.485963273 0.1062530807 2081.992043
8 0 4 43.43038504 5.486410463 0.08917482922 2214.046579
8 0 5 43.12972197 5.486681284 0.09801915657 2134.153427
8 0 6 43.99559252 5.486823734 0.09663663569 2356.878661
8 0 7 43.17516818 5.486471508 0.1089179379 2187.764739
8 1 0 89.67068038 5.48676298 0.4201882053 891.6524889
