0	0.344	
10	0.072	
20	0.123	
30	0.159	
40	0.186	
50	0.208	
60	0.227	
70	0.241	
80	0.253	
90	0.262	
100	0.269	
112	0.301	
120	0.35	
130	0.442	
140	0.597	
150	0.884	
160	1.414	
170	2.28	
180	3.466	
190	99	    
200	99	    
