# angle-averged differential cross section for 25Na + p at 8 MeV
# theta[degree]  sigma[mb/sr] 
0.01	4.572e+16
1.0	458190000.0
2.0	28683000.0
3.0	5640800.0
4.0	1763900.0
5.0	708910.0
6.0	333330.0
7.0	174490.0
8.0	98784.0
9.0	59361.0
10.0	37423.0
11.0	24547.0
12.0	16658.0
13.0	11649.0
14.0	8372.6
15.0	6171.0
16.0	4658.1
17.0	3596.1
18.0	2836.5
19.0	2282.9
20.0	1872.3
21.0	1562.4
22.0	1324.7
23.0	1138.9
24.0	991.29
25.0	871.96
26.0	773.87
27.0	691.83
28.0	622.19
29.0	562.19
30.0	509.77
31.0	463.49
32.0	422.15
33.0	384.88
34.0	351.08
35.0	320.18
36.0	291.87
37.0	265.78
38.0	241.71
39.0	219.43
40.0	198.82
41.0	179.71
42.0	162.06
43.0	145.73
44.0	130.64
45.0	116.76
46.0	103.98
47.0	92.27
48.0	81.58
49.0	71.84
50.0	63.01
51.0	55.04
52.0	47.88
53.0	41.48
54.0	35.8
55.0	30.79
56.0	26.41
57.0	22.62
58.0	19.36
59.0	16.6
60.0	14.3
61.0	12.41
62.0	10.9
63.0	9.72
64.0	8.85
65.0	8.24
66.0	7.88
67.0	7.71
68.0	7.72
69.0	7.88
70.0	8.17
71.0	8.56
72.0	9.03
73.0	9.56
74.0	10.13
75.0	10.74
76.0	11.36
77.0	11.99
78.0	12.61
79.0	13.21
80.0	13.8
81.0	14.35
82.0	14.87
83.0	15.35
84.0	15.79
85.0	16.18
86.0	16.52
87.0	16.82
88.0	17.07
89.0	17.26
90.0	17.41
91.0	17.51
92.0	17.56
93.0	17.56
94.0	17.51
95.0	17.42
96.0	17.28
97.0	17.1
98.0	16.89
99.0	16.63
100.0	16.33
101.0	16.0
102.0	15.64
103.0	15.25
104.0	14.83
105.0	14.38
106.0	13.9
107.0	13.41
108.0	12.89
109.0	12.36
110.0	11.81
111.0	11.24
112.0	10.67
113.0	10.08
114.0	9.5
115.0	8.91
116.0	8.32
117.0	7.73
118.0	7.15
119.0	6.58
120.0	6.01
121.0	5.47
122.0	4.94
123.0	4.43
124.0	3.95
125.0	3.5
126.0	3.07
127.0	2.69
128.0	2.33
129.0	2.02
130.0	1.76
131.0	1.54
132.0	1.37
133.0	1.25
134.0	1.18
135.0	1.18
136.0	1.23
137.0	1.34
138.0	1.52
139.0	1.76
140.0	2.06
141.0	2.43
142.0	2.87
143.0	3.37
144.0	3.93
145.0	4.56
146.0	5.25
147.0	6.0
148.0	6.81
149.0	7.67
150.0	8.59
151.0	9.55
152.0	10.56
153.0	11.6
154.0	12.68
155.0	13.79
156.0	14.92
157.0	16.07
158.0	17.23
159.0	18.4
160.0	19.57
161.0	20.73
162.0	21.87
163.0	23.0
164.0	24.1
165.0	25.18
166.0	26.21
167.0	27.2
168.0	28.14
169.0	29.02
170.0	29.85
171.0	30.61
172.0	31.31
173.0	31.93
174.0	32.47
175.0	32.94
176.0	33.33
177.0	33.63
178.0	33.85
179.0	33.98
180.0	34.02
