Angle [deg]1	CM	Angle [deg]2	Lab (0->) 40Ar	Angle [deg]3	Lab (0<-) 40Ar	Angle [deg]4	Lab (0->)  1H	Angle [deg]5	Lab (0<-)  1H	
22.890950	4286.95   	0.227107	2.60456e+08	0.227107	10183.8   	11.472507	28.7161   	11.472507	28.7161   	
23.070800	4156.58   	0.228501	2.54156e+08	0.228501	10187     	11.562448	28.7437   	11.562448	28.7437   	
23.250650	4031.16   	0.229896	2.48045e+08	0.229896	10190.2   	11.652389	28.7715   	11.652389	28.7715   	
23.430500	3910.48   	0.231290	2.42117e+08	0.231290	10193.4   	11.742330	28.7996   	11.742330	28.7996   	
23.610350	3794.32   	0.232685	2.36365e+08	0.232685	10196.6   	11.832271	28.8279   	11.832271	28.8279   	
23.790200	3682.47   	0.234079	2.30783e+08	0.234079	10199.9   	11.922212	28.8564   	11.922212	28.8564   	
23.970050	3574.75   	0.235474	2.25365e+08	0.235474	10203.2   	12.012153	28.8853   	12.012153	28.8853   	
24.149900	3470.98   	0.236868	2.20104e+08	0.236868	10206.5   	12.102094	28.9143   	12.102094	28.9143   	
24.329750	3370.97   	0.238263	2.14996e+08	0.238263	10209.8   	12.192035	28.9436   	12.192035	28.9436   	
24.509600	3274.58   	0.239657	2.10036e+08	0.239657	10213.1   	12.281976	28.9732   	12.281976	28.9732   	
24.689450	3181.63   	0.241052	2.05218e+08	0.241052	10216.5   	12.371917	29.0031   	12.371917	29.0031   	
24.869300	3091.99   	0.242447	2.00537e+08	0.242447	10219.9   	12.461858	29.0331   	12.461858	29.0331   	
25.049150	3005.52   	0.243841	1.95989e+08	0.243841	10223.3   	12.551799	29.0635   	12.551799	29.0635   	
25.229000	2922.08   	0.245236	1.91569e+08	0.245236	10226.7   	12.641740	29.0941   	12.641740	29.0941   	
25.408850	2841.53   	0.246630	1.87273e+08	0.246630	10230.2   	12.731681	29.1249   	12.731681	29.1249   	
25.588700	2763.78   	0.248025	1.83097e+08	0.248025	10233.7   	12.821622	29.1561   	12.821622	29.1561   	
25.768550	2688.69   	0.249419	1.79037e+08	0.249419	10237.1   	12.911563	29.1874   	12.911563	29.1874   	
25.948400	2616.16   	0.250814	1.75088e+08	0.250814	10240.7   	13.001504	29.2191   	13.001504	29.2191   	
26.128250	2546.08   	0.252208	1.71248e+08	0.252208	10244.2   	13.091445	29.251    	13.091445	29.251    	
26.308100	2478.36   	0.253603	1.67512e+08	0.253603	10247.8   	13.181386	29.2832   	13.181386	29.2832   	
26.487950	2412.9    	0.254997	1.63878e+08	0.254997	10251.3   	13.271327	29.3156   	13.271327	29.3156   	
26.667800	2349.6    	0.256392	1.60342e+08	0.256392	10254.9   	13.361268	29.3483   	13.361268	29.3483   	
26.847650	2288.4    	0.257787	1.56901e+08	0.257787	10258.6   	13.451209	29.3812   	13.451209	29.3812   	
27.027500	2229.19   	0.259181	1.53551e+08	0.259181	10262.2   	13.541150	29.4145   	13.541150	29.4145   	
27.207350	2171.91   	0.260576	1.50291e+08	0.260576	10265.9   	13.631091	29.448    	13.631091	29.448    	
27.387200	2116.48   	0.261970	1.47116e+08	0.261970	10269.6   	13.721032	29.4817   	13.721032	29.4817   	
27.567050	2062.82   	0.263365	1.44025e+08	0.263365	10273.3   	13.810973	29.5158   	13.810973	29.5158   	
27.746900	2010.88   	0.264759	1.41015e+08	0.264759	10277     	13.900914	29.5501   	13.900914	29.5501   	
27.926750	1960.57   	0.266154	1.38083e+08	0.266154	10280.8   	13.990855	29.5846   	13.990855	29.5846   	
28.106600	1911.85   	0.267548	1.35226e+08	0.267548	10284.6   	14.080796	29.6195   	14.080796	29.6195   	
28.286450	1864.66   	0.268943	1.32444e+08	0.268943	10288.4   	14.170737	29.6546   	14.170737	29.6546   	
28.466300	1818.92   	0.270337	1.29732e+08	0.270337	10292.2   	14.260678	29.69     	14.260678	29.69     	
28.646150	1774.6    	0.271732	1.2709e+08	0.271732	10296.1   	14.350619	29.7257   	14.350619	29.7257   	
28.826000	1731.64   	0.273126	1.24514e+08	0.273126	10299.9   	14.440560	29.7616   	14.440560	29.7616   	
29.005850	1689.98   	0.274521	1.22003e+08	0.274521	10303.8   	14.530501	29.7979   	14.530501	29.7979   	
29.185700	1649.59   	0.275916	1.19556e+08	0.275916	10307.7   	14.620442	29.8344   	14.620442	29.8344   	
29.365550	1610.41   	0.277310	1.17169e+08	0.277310	10311.7   	14.710383	29.8712   	14.710383	29.8712   	
29.545400	1572.41   	0.278705	1.14842e+08	0.278705	10315.6   	14.800324	29.9083   	14.800324	29.9083   	
29.725250	1535.53   	0.280099	1.12572e+08	0.280099	10319.6   	14.890265	29.9456   	14.890265	29.9456   	
29.905100	1499.74   	0.281494	1.10358e+08	0.281494	10323.6   	14.980206	29.9833   	14.980206	29.9833   	
30.084950	1465.01   	0.282888	1.08198e+08	0.282888	10327.7   	15.070147	30.0212   	15.070147	30.0212   	
30.264800	1431.29   	0.284283	1.06091e+08	0.284283	10331.7   	15.160088	30.0594   	15.160088	30.0594   	
30.444650	1398.54   	0.285677	1.04034e+08	0.285677	10335.8   	15.250029	30.0979   	15.250029	30.0979   	
30.624500	1366.74   	0.287072	1.02028e+08	0.287072	10339.9   	15.339970	30.1367   	15.339970	30.1367   	
30.804350	1335.86   	0.288466	1.00069e+08	0.288466	10344     	15.429911	30.1758   	15.429911	30.1758   	
30.984200	1305.85   	0.289861	9.81577e+07	0.289861	10348.2   	15.519852	30.2151   	15.519852	30.2151   	
31.164050	1276.69   	0.291255	9.62915e+07	0.291255	10352.3   	15.609793	30.2548   	15.609793	30.2548   	
31.343900	1248.36   	0.292650	9.44694e+07	0.292650	10356.5   	15.699734	30.2947   	15.699734	30.2947   	
31.523750	1220.81   	0.294045	9.26901e+07	0.294045	10360.7   	15.789675	30.335    	15.789675	30.335    	
31.703600	1194.04   	0.295439	9.09526e+07	0.295439	10365     	15.879616	30.3755   	15.879616	30.3755   	
31.883450	1168.01   	0.296834	8.92557e+07	0.296834	10369.2   	15.969557	30.4164   	15.969557	30.4164   	
32.063300	1142.69   	0.298228	8.7598e+07	0.298228	10373.5   	16.059498	30.4575   	16.059498	30.4575   	
32.243150	1118.07   	0.299623	8.59787e+07	0.299623	10377.8   	16.149439	30.4989   	16.149439	30.4989   	
32.423000	1094.11   	0.301017	8.43967e+07	0.301017	10382.2   	16.239380	30.5407   	16.239380	30.5407   	
32.602850	1070.81   	0.302412	8.28509e+07	0.302412	10386.5   	16.329321	30.5827   	16.329321	30.5827   	
32.782700	1048.13   	0.303806	8.13403e+07	0.303806	10390.9   	16.419262	30.6251   	16.419262	30.6251   	
32.962550	1026.06   	0.305201	7.9864e+07	0.305201	10395.3   	16.509203	30.6677   	16.509203	30.6677   	
33.142400	1004.58   	0.306595	7.84211e+07	0.306595	10399.7   	16.599144	30.7107   	16.599144	30.7107   	
33.322250	983.67    	0.307990	7.70105e+07	0.307990	10404.2   	16.689085	30.754    	16.689085	30.754    	
33.502100	963.307   	0.309385	7.56316e+07	0.309385	10408.6   	16.779026	30.7975   	16.779026	30.7975   	
33.681950	943.479   	0.310779	7.42834e+07	0.310779	10413.2   	16.868967	30.8414   	16.868967	30.8414   	
33.861800	924.167   	0.312174	7.29651e+07	0.312174	10417.7   	16.958908	30.8856   	16.958908	30.8856   	
34.041650	905.355   	0.313568	7.1676e+07	0.313568	10422.2   	17.048849	30.9301   	17.048849	30.9301   	
34.221500	887.028   	0.314963	7.04151e+07	0.314963	10426.8   	17.138790	30.975    	17.138790	30.975    	
34.401350	869.171   	0.316357	6.91819e+07	0.316357	10431.4   	17.228731	31.0201   	17.228731	31.0201   	
34.581200	851.77    	0.317752	6.79756e+07	0.317752	10436     	17.318672	31.0656   	17.318672	31.0656   	
34.761050	834.81    	0.319146	6.67954e+07	0.319146	10440.6   	17.408613	31.1113   	17.408613	31.1113   	
34.940900	818.278   	0.320541	6.56407e+07	0.320541	10445.3   	17.498554	31.1574   	17.498554	31.1574   	
35.120750	802.161   	0.321935	6.4511e+07	0.321935	10450     	17.588495	31.2039   	17.588495	31.2039   	
35.300600	786.447   	0.323330	6.34054e+07	0.323330	10454.7   	17.678436	31.2506   	17.678436	31.2506   	
35.480450	771.124   	0.324724	6.23233e+07	0.324724	10459.5   	17.768377	31.2977   	17.768377	31.2977   	
35.660300	756.179   	0.326119	6.12644e+07	0.326119	10464.2   	17.858318	31.3451   	17.858318	31.3451   	
35.840150	741.601   	0.327514	6.02278e+07	0.327514	10469     	17.948259	31.3928   	17.948259	31.3928   	
36.020000	727.381   	0.328908	5.92129e+07	0.328908	10473.8   	18.038200	31.4408   	18.038200	31.4408   	
36.199850	713.506   	0.330303	5.82195e+07	0.330303	10478.7   	18.128141	31.4892   	18.128141	31.4892   	
36.379700	699.968   	0.331697	5.72468e+07	0.331697	10483.5   	18.218082	31.5379   	18.218082	31.5379   	
36.559550	686.756   	0.333092	5.62942e+07	0.333092	10488.4   	18.308023	31.587    	18.308023	31.587    	
36.739400	673.861   	0.334486	5.53615e+07	0.334486	10493.3   	18.397964	31.6364   	18.397964	31.6364   	
36.919250	661.274   	0.335881	5.44479e+07	0.335881	10498.3   	18.487905	31.6861   	18.487905	31.6861   	
37.099100	648.985   	0.337275	5.35531e+07	0.337275	10503.2   	18.577846	31.7362   	18.577846	31.7362   	
37.278950	636.987   	0.338670	5.26767e+07	0.338670	10508.2   	18.667787	31.7866   	18.667787	31.7866   	
37.458800	625.271   	0.340064	5.18181e+07	0.340064	10513.2   	18.757728	31.8373   	18.757728	31.8373   	
37.638650	613.829   	0.341459	5.0977e+07	0.341459	10518.2   	18.847669	31.8884   	18.847669	31.8884   	
37.818500	602.654   	0.342853	5.01528e+07	0.342853	10523.3   	18.937610	31.9398   	18.937610	31.9398   	
37.998350	591.737   	0.344248	4.93453e+07	0.344248	10528.4   	19.027551	31.9916   	19.027551	31.9916   	
38.178200	581.073   	0.345643	4.85538e+07	0.345643	10533.5   	19.117492	32.0438   	19.117492	32.0438   	
38.358050	570.653   	0.347037	4.77783e+07	0.347037	10538.7   	19.207433	32.0962   	19.207433	32.0962   	
38.537900	560.471   	0.348432	4.70182e+07	0.348432	10543.8   	19.297374	32.1491   	19.297374	32.1491   	
38.717750	550.521   	0.349826	4.62731e+07	0.349826	10549     	19.387315	32.2023   	19.387315	32.2023   	
38.897600	540.795   	0.351221	4.55427e+07	0.351221	10554.2   	19.477256	32.2558   	19.477256	32.2558   	
39.077450	531.289   	0.352615	4.48267e+07	0.352615	10559.5   	19.567197	32.3097   	19.567197	32.3097   	
39.257300	521.996   	0.354010	4.41247e+07	0.354010	10564.7   	19.657138	32.364    	19.657138	32.364    	
39.437150	512.91    	0.355404	4.34363e+07	0.355404	10570     	19.747079	32.4186   	19.747079	32.4186   	
39.617000	504.026   	0.356799	4.27614e+07	0.356799	10575.3   	19.837020	32.4736   	19.837020	32.4736   	
39.796850	495.339   	0.358193	4.20995e+07	0.358193	10580.7   	19.926961	32.5289   	19.926961	32.5289   	
39.976700	486.842   	0.359588	4.14504e+07	0.359588	10586     	20.016902	32.5847   	20.016902	32.5847   	
40.156550	478.532   	0.360983	4.08138e+07	0.360983	10591.4   	20.106843	32.6407   	20.106843	32.6407   	
40.336400	470.402   	0.362377	4.01893e+07	0.362377	10596.9   	20.196784	32.6972   	20.196784	32.6972   	
40.516250	462.45    	0.363772	3.95767e+07	0.363772	10602.3   	20.286725	32.754    	20.286725	32.754    	
40.696100	454.669   	0.365166	3.89758e+07	0.365166	10607.8   	20.376666	32.8112   	20.376666	32.8112   	
40.875950	447.055   	0.366561	3.83862e+07	0.366561	10613.3   	20.466607	32.8688   	20.466607	32.8688   	
41.055800	439.604   	0.367955	3.78077e+07	0.367955	10618.8   	20.556548	32.9268   	20.556548	32.9268   	
41.235650	432.313   	0.369350	3.72402e+07	0.369350	10624.4   	20.646489	32.9851   	20.646489	32.9851   	
41.415500	425.176   	0.370744	3.66832e+07	0.370744	10630     	20.736430	33.0438   	20.736430	33.0438   	
41.595350	418.189   	0.372139	3.61365e+07	0.372139	10635.6   	20.826371	33.1029   	20.826371	33.1029   	
41.775200	411.35    	0.373533	3.56001e+07	0.373533	10641.2   	20.916312	33.1624   	20.916312	33.1624   	
41.955050	404.654   	0.374928	3.50735e+07	0.374928	10646.8   	21.006253	33.2223   	21.006253	33.2223   	
42.134900	398.097   	0.376322	3.45567e+07	0.376322	10652.5   	21.096194	33.2826   	21.096194	33.2826   	
42.314750	391.677   	0.377717	3.40494e+07	0.377717	10658.2   	21.186135	33.3433   	21.186135	33.3433   	
42.494600	385.389   	0.379112	3.35513e+07	0.379112	10664     	21.276076	33.4043   	21.276076	33.4043   	
42.674450	379.231   	0.380506	3.30623e+07	0.380506	10669.8   	21.366017	33.4658   	21.366017	33.4658   	
42.854300	373.199   	0.381901	3.25822e+07	0.381901	10675.5   	21.455958	33.5276   	21.455958	33.5276   	
43.034150	367.29    	0.383295	3.21107e+07	0.383295	10681.4   	21.545899	33.5899   	21.545899	33.5899   	
