Angle [deg]1	CM	Angle [deg]2	Lab (0->) 40Ar	Angle [deg]3	Lab (0<-) 40Ar	Angle [deg]4	Lab (0->)  1H	Angle [deg]5	Lab (0<-)  1H	
14.078300	57492.1   	0.158774	2.12703e+09	0.158774	19614.9   	7.065398	53.6958   	7.065398	53.6958   	
14.258150	54659.9   	0.160169	2.05392e+09	0.160169	19619.1   	7.155339	53.7274   	7.155339	53.7274   	
14.438000	52000.5   	0.161563	1.98392e+09	0.161563	19623.4   	7.245280	53.7594   	7.245280	53.7594   	
14.617850	49501.3   	0.162958	1.91688e+09	0.162958	19627.6   	7.335221	53.7918   	7.335221	53.7918   	
14.797700	47151     	0.164352	1.85264e+09	0.164352	19632     	7.425162	53.8246   	7.425162	53.8246   	
14.977550	44938.9   	0.165747	1.79108e+09	0.165747	19636.4   	7.515103	53.8578   	7.515103	53.8578   	
15.157400	42855.5   	0.167141	1.73204e+09	0.167141	19640.8   	7.605044	53.8915   	7.605044	53.8915   	
15.337250	40891.8   	0.168536	1.67543e+09	0.168536	19645.3   	7.694985	53.9256   	7.694985	53.9256   	
15.517100	39039.7   	0.169930	1.6211e+09	0.169930	19649.8   	7.784926	53.9601   	7.784926	53.9601   	
15.696950	37291.7   	0.171325	1.56896e+09	0.171325	19654.3   	7.874867	53.9951   	7.874867	53.9951   	
15.876800	35640.7   	0.172720	1.5189e+09	0.172720	19658.9   	7.964808	54.0305   	7.964808	54.0305   	
16.056650	34080.5   	0.174114	1.47082e+09	0.174114	19663.5   	8.054749	54.0663   	8.054749	54.0663   	
16.236500	32605     	0.175509	1.42463e+09	0.175509	19668.2   	8.144690	54.1025   	8.144690	54.1025   	
16.416350	31208.8   	0.176903	1.38024e+09	0.176903	19672.8   	8.234631	54.1392   	8.234631	54.1392   	
16.596200	29886.8   	0.178298	1.33756e+09	0.178298	19677.6   	8.324572	54.1763   	8.324572	54.1763   	
16.776050	28634.4   	0.179692	1.29652e+09	0.179692	19682.4   	8.414513	54.2139   	8.414513	54.2139   	
16.955900	27447.2   	0.181087	1.25704e+09	0.181087	19687.2   	8.504454	54.2519   	8.504454	54.2519   	
17.135750	26321.1   	0.182481	1.21906e+09	0.182481	19692     	8.594395	54.2903   	8.594395	54.2903   	
17.315600	25252.4   	0.183876	1.18249e+09	0.183876	19696.9   	8.684336	54.3291   	8.684336	54.3291   	
17.495450	24237.7   	0.185270	1.14729e+09	0.185270	19701.8   	8.774277	54.3684   	8.774277	54.3684   	
17.675300	23273.6   	0.186665	1.11339e+09	0.186665	19706.8   	8.864218	54.4082   	8.864218	54.4082   	
17.855150	22357.2   	0.188060	1.08073e+09	0.188060	19711.8   	8.954159	54.4484   	8.954159	54.4484   	
18.035000	21485.7   	0.189454	1.04926e+09	0.189454	19716.9   	9.044100	54.489    	9.044100	54.489    	
18.214850	20656.5   	0.190849	1.01893e+09	0.190849	19722     	9.134041	54.53     	9.134041	54.53     	
18.394700	19867     	0.192243	9.89682e+08	0.192243	19727.1   	9.223982	54.5716   	9.223982	54.5716   	
18.574550	19115.1   	0.193638	9.61479e+08	0.193638	19732.3   	9.313923	54.6135   	9.313923	54.6135   	
18.754400	18398.7   	0.195032	9.34274e+08	0.195032	19737.5   	9.403864	54.6559   	9.403864	54.6559   	
18.934250	17715.6   	0.196427	9.08024e+08	0.196427	19742.7   	9.493805	54.6988   	9.493805	54.6988   	
19.114100	17064.1   	0.197821	8.82689e+08	0.197821	19748     	9.583746	54.7421   	9.583746	54.7421   	
19.293950	16442.5   	0.199216	8.58232e+08	0.199216	19753.3   	9.673687	54.7858   	9.673687	54.7858   	
19.473800	15849.1   	0.200610	8.34617e+08	0.200610	19758.7   	9.763628	54.83     	9.763628	54.83     	
19.653650	15282.3   	0.202005	8.11808e+08	0.202005	19764.1   	9.853569	54.8747   	9.853569	54.8747   	
19.833500	14740.8   	0.203399	7.89773e+08	0.203399	19769.6   	9.943510	54.9198   	9.943510	54.9198   	
20.013350	14223.2   	0.204794	7.68481e+08	0.204794	19775.1   	10.033451	54.9654   	10.033451	54.9654   	
20.193200	13728.3   	0.206189	7.47901e+08	0.206189	19780.6   	10.123392	55.0114   	10.123392	55.0114   	
20.373050	13254.8   	0.207583	7.28005e+08	0.207583	19786.2   	10.213333	55.0579   	10.213333	55.0579   	
20.552900	12801.7   	0.208978	7.08767e+08	0.208978	19791.8   	10.303274	55.1048   	10.303274	55.1048   	
20.732750	12367.9   	0.210372	6.9016e+08	0.210372	19797.5   	10.393215	55.1522   	10.393215	55.1522   	
20.912600	11952.5   	0.211767	6.7216e+08	0.211767	19803.2   	10.483156	55.2001   	10.483156	55.2001   	
21.092450	11554.5   	0.213161	6.54743e+08	0.213161	19808.9   	10.573097	55.2484   	10.573097	55.2484   	
21.272300	11173     	0.214556	6.37886e+08	0.214556	19814.7   	10.663038	55.2972   	10.663038	55.2972   	
21.452150	10807.2   	0.215950	6.21568e+08	0.215950	19820.5   	10.752979	55.3465   	10.752979	55.3465   	
21.632000	10456.4   	0.217345	6.05769e+08	0.217345	19826.3   	10.842920	55.3962   	10.842920	55.3962   	
21.811850	10119.7   	0.218739	5.90469e+08	0.218739	19832.2   	10.932861	55.4464   	10.932861	55.4464   	
21.991700	9796.67   	0.220134	5.75648e+08	0.220134	19838.2   	11.022802	55.4971   	11.022802	55.4971   	
22.171550	9486.48   	0.221528	5.61291e+08	0.221528	19844.2   	11.112743	55.5483   	11.112743	55.5483   	
22.351400	9188.56   	0.222923	5.47377e+08	0.222923	19850.2   	11.202684	55.5999   	11.202684	55.5999   	
22.531250	8902.33   	0.224318	5.33892e+08	0.224318	19856.2   	11.292625	55.652    	11.292625	55.652    	
22.711100	8627.24   	0.225712	5.2082e+08	0.225712	19862.3   	11.382566	55.7046   	11.382566	55.7046   	
22.890950	8362.78   	0.227107	5.08146e+08	0.227107	19868.5   	11.472507	55.7576   	11.472507	55.7576   	
23.070800	8108.45   	0.228501	4.95854e+08	0.228501	19874.7   	11.562448	55.8111   	11.562448	55.8111   	
23.250650	7863.8    	0.229896	4.83933e+08	0.229896	19880.9   	11.652389	55.8651   	11.652389	55.8651   	
23.430500	7628.38   	0.231290	4.72367e+08	0.231290	19887.2   	11.742330	55.9196   	11.742330	55.9196   	
23.610350	7401.77   	0.232685	4.61145e+08	0.232685	19893.5   	11.832271	55.9746   	11.832271	55.9746   	
23.790200	7183.59   	0.234079	4.50254e+08	0.234079	19899.8   	11.922212	56.0301   	11.922212	56.0301   	
23.970050	6973.46   	0.235474	4.39683e+08	0.235474	19906.2   	12.012153	56.086    	12.012153	56.086    	
24.149900	6771.02   	0.236868	4.2942e+08	0.236868	19912.7   	12.102094	56.1425   	12.102094	56.1425   	
24.329750	6575.94   	0.238263	4.19455e+08	0.238263	19919.2   	12.192035	56.1994   	12.192035	56.1994   	
24.509600	6387.89   	0.239657	4.09777e+08	0.239657	19925.7   	12.281976	56.2569   	12.281976	56.2569   	
24.689450	6206.58   	0.241052	4.00377e+08	0.241052	19932.2   	12.371917	56.3148   	12.371917	56.3148   	
24.869300	6031.72   	0.242447	3.91245e+08	0.242447	19938.8   	12.461858	56.3732   	12.461858	56.3732   	
25.049150	5863.03   	0.243841	3.82372e+08	0.243841	19945.5   	12.551799	56.4321   	12.551799	56.4321   	
25.229000	5700.25   	0.245236	3.73749e+08	0.245236	19952.2   	12.641740	56.4915   	12.641740	56.4915   	
25.408850	5543.13   	0.246630	3.65367e+08	0.246630	19958.9   	12.731681	56.5515   	12.731681	56.5515   	
25.588700	5391.45   	0.248025	3.5722e+08	0.248025	19965.7   	12.821622	56.6119   	12.821622	56.6119   	
25.768550	5244.97   	0.249419	3.49298e+08	0.249419	19972.5   	12.911563	56.6728   	12.911563	56.6728   	
25.948400	5103.48   	0.250814	3.41594e+08	0.250814	19979.4   	13.001504	56.7343   	13.001504	56.7343   	
26.128250	4966.77   	0.252208	3.34102e+08	0.252208	19986.3   	13.091445	56.7962   	13.091445	56.7962   	
26.308100	4834.66   	0.253603	3.26814e+08	0.253603	19993.2   	13.181386	56.8587   	13.181386	56.8587   	
26.487950	4706.97   	0.254997	3.19724e+08	0.254997	20000.2   	13.271327	56.9216   	13.271327	56.9216   	
26.667800	4583.5    	0.256392	3.12825e+08	0.256392	20007.2   	13.361268	56.9851   	13.361268	56.9851   	
26.847650	4464.1    	0.257787	3.06111e+08	0.257787	20014.3   	13.451209	57.0491   	13.451209	57.0491   	
27.027500	4348.6    	0.259181	2.99576e+08	0.259181	20021.4   	13.541150	57.1136   	13.541150	57.1136   	
27.207350	4236.86   	0.260576	2.93215e+08	0.260576	20028.6   	13.631091	57.1787   	13.631091	57.1787   	
27.387200	4128.73   	0.261970	2.87021e+08	0.261970	20035.8   	13.721032	57.2442   	13.721032	57.2442   	
27.567050	4024.06   	0.263365	2.80991e+08	0.263365	20043     	13.810973	57.3103   	13.810973	57.3103   	
27.746900	3922.72   	0.264759	2.75117e+08	0.264759	20050.3   	13.900914	57.3769   	13.900914	57.3769   	
27.926750	3824.6    	0.266154	2.69397e+08	0.266154	20057.7   	13.990855	57.4441   	13.990855	57.4441   	
28.106600	3729.55   	0.267548	2.63825e+08	0.267548	20065     	14.080796	57.5117   	14.080796	57.5117   	
28.286450	3637.48   	0.268943	2.58395e+08	0.268943	20072.5   	14.170737	57.5799   	14.170737	57.5799   	
28.466300	3548.27   	0.270337	2.53105e+08	0.270337	20079.9   	14.260678	57.6487   	14.260678	57.6487   	
28.646150	3461.81   	0.271732	2.4795e+08	0.271732	20087.4   	14.350619	57.7179   	14.350619	57.7179   	
28.826000	3378      	0.273126	2.42925e+08	0.273126	20095     	14.440560	57.7877   	14.440560	57.7877   	
29.005850	3296.74   	0.274521	2.38027e+08	0.274521	20102.6   	14.530501	57.8581   	14.530501	57.8581   	
29.185700	3217.95   	0.275916	2.33251e+08	0.275916	20110.2   	14.620442	57.929    	14.620442	57.929    	
29.365550	3141.52   	0.277310	2.28595e+08	0.277310	20117.9   	14.710383	58.0004   	14.710383	58.0004   	
29.545400	3067.38   	0.278705	2.24054e+08	0.278705	20125.7   	14.800324	58.0724   	14.800324	58.0724   	
29.725250	2995.44   	0.280099	2.19626e+08	0.280099	20133.4   	14.890265	58.1449   	14.890265	58.1449   	
29.905100	2925.63   	0.281494	2.15306e+08	0.281494	20141.2   	14.980206	58.218    	14.980206	58.218    	
30.084950	2857.87   	0.282888	2.11093e+08	0.282888	20149.1   	15.070147	58.2917   	15.070147	58.2917   	
30.264800	2792.09   	0.284283	2.06981e+08	0.284283	20157     	15.160088	58.3658   	15.160088	58.3658   	
30.444650	2728.21   	0.285677	2.0297e+08	0.285677	20165     	15.250029	58.4406   	15.250029	58.4406   	
30.624500	2666.18   	0.287072	1.99055e+08	0.287072	20173     	15.339970	58.5159   	15.339970	58.5159   	
30.804350	2605.92   	0.288466	1.95234e+08	0.288466	20181     	15.429911	58.5918   	15.429911	58.5918   	
30.984200	2547.39   	0.289861	1.91504e+08	0.289861	20189.1   	15.519852	58.6682   	15.519852	58.6682   	
31.164050	2490.51   	0.291255	1.87863e+08	0.291255	20197.2   	15.609793	58.7452   	15.609793	58.7452   	
31.343900	2435.23   	0.292650	1.84308e+08	0.292650	20205.4   	15.699734	58.8228   	15.699734	58.8228   	
31.523750	2381.51   	0.294045	1.80837e+08	0.294045	20213.6   	15.789675	58.901    	15.789675	58.901    	
31.703600	2329.28   	0.295439	1.77447e+08	0.295439	20221.9   	15.879616	58.9797   	15.879616	58.9797   	
31.883450	2278.49   	0.296834	1.74136e+08	0.296834	20230.2   	15.969557	59.059    	15.969557	59.059    	
32.063300	2229.11   	0.298228	1.70902e+08	0.298228	20238.6   	16.059498	59.1389   	16.059498	59.1389   	
32.243150	2181.07   	0.299623	1.67743e+08	0.299623	20247     	16.149439	59.2193   	16.149439	59.2193   	
32.423000	2134.35   	0.301017	1.64657e+08	0.301017	20255.4   	16.239380	59.3004   	16.239380	59.3004   	
32.602850	2088.89   	0.302412	1.61641e+08	0.302412	20263.9   	16.329321	59.382    	16.329321	59.382    	
32.782700	2044.65   	0.303806	1.58694e+08	0.303806	20272.5   	16.419262	59.4642   	16.419262	59.4642   	
32.962550	2001.6    	0.305201	1.55813e+08	0.305201	20281.1   	16.509203	59.5471   	16.509203	59.5471   	
33.142400	1959.69   	0.306595	1.52998e+08	0.306595	20289.7   	16.599144	59.6305   	16.599144	59.6305   	
33.322250	1918.9    	0.307990	1.50246e+08	0.307990	20298.4   	16.689085	59.7145   	16.689085	59.7145   	
33.502100	1879.18   	0.309385	1.47556e+08	0.309385	20307.1   	16.779026	59.7991   	16.779026	59.7991   	
33.681950	1840.49   	0.310779	1.44926e+08	0.310779	20315.9   	16.868967	59.8843   	16.868967	59.8843   	
33.861800	1802.82   	0.312174	1.42354e+08	0.312174	20324.7   	16.958908	59.9701   	16.958908	59.9701   	
34.041650	1766.12   	0.313568	1.39839e+08	0.313568	20333.6   	17.048849	60.0566   	17.048849	60.0566   	
34.221500	1730.37   	0.314963	1.37379e+08	0.314963	20342.5   	17.138790	60.1436   	17.138790	60.1436   	
34.401350	1695.54   	0.316357	1.34973e+08	0.316357	20351.5   	17.228731	60.2312   	17.228731	60.2312   	
34.581200	1661.59   	0.317752	1.32619e+08	0.317752	20360.5   	17.318672	60.3195   	17.318672	60.3195   	
34.761050	1628.51   	0.319146	1.30317e+08	0.319146	20369.5   	17.408613	60.4084   	17.408613	60.4084   	
34.940900	1596.26   	0.320541	1.28064e+08	0.320541	20378.6   	17.498554	60.4979   	17.498554	60.4979   	
35.120750	1564.82   	0.321935	1.2586e+08	0.321935	20387.8   	17.588495	60.588    	17.588495	60.588    	
35.300600	1534.16   	0.323330	1.23703e+08	0.323330	20397     	17.678436	60.6788   	17.678436	60.6788   	
35.480450	1504.27   	0.324724	1.21592e+08	0.324724	20406.2   	17.768377	60.7702   	17.768377	60.7702   	
35.660300	1475.12   	0.326119	1.19526e+08	0.326119	20415.5   	17.858318	60.8622   	17.858318	60.8622   	
35.840150	1446.68   	0.327514	1.17503e+08	0.327514	20424.9   	17.948259	60.9549   	17.948259	60.9549   	
36.020000	1418.94   	0.328908	1.15523e+08	0.328908	20434.3   	18.038200	61.0482   	18.038200	61.0482   	
36.199850	1391.87   	0.330303	1.13585e+08	0.330303	20443.7   	18.128141	61.1421   	18.128141	61.1421   	
36.379700	1365.46   	0.331697	1.11687e+08	0.331697	20453.2   	18.218082	61.2367   	18.218082	61.2367   	
36.559550	1339.69   	0.333092	1.09829e+08	0.333092	20462.7   	18.308023	61.332    	18.308023	61.332    	
36.739400	1314.54   	0.334486	1.08009e+08	0.334486	20472.3   	18.397964	61.4279   	18.397964	61.4279   	
36.919250	1289.98   	0.335881	1.06227e+08	0.335881	20481.9   	18.487905	61.5244   	18.487905	61.5244   	
37.099100	1266.01   	0.337275	1.04481e+08	0.337275	20491.6   	18.577846	61.6216   	18.577846	61.6216   	
37.278950	1242.6    	0.338670	1.02771e+08	0.338670	20501.4   	18.667787	61.7195   	18.667787	61.7195   	
37.458800	1219.75   	0.340064	1.01096e+08	0.340064	20511.1   	18.757728	61.818    	18.757728	61.818    	
37.638650	1197.43   	0.341459	9.94552e+07	0.341459	20520.9   	18.847669	61.9172   	18.847669	61.9172   	
37.818500	1175.63   	0.342853	9.78473e+07	0.342853	20530.8   	18.937610	62.0171   	18.937610	62.0171   	
37.998350	1154.33   	0.344248	9.62718e+07	0.344248	20540.8   	19.027551	62.1176   	19.027551	62.1176   	
38.178200	1133.53   	0.345643	9.47278e+07	0.345643	20550.7   	19.117492	62.2189   	19.117492	62.2189   	
38.358050	1113.2    	0.347037	9.32147e+07	0.347037	20560.8   	19.207433	62.3208   	19.207433	62.3208   	
38.537900	1093.34   	0.348432	9.17317e+07	0.348432	20570.8   	19.297374	62.4234   	19.297374	62.4234   	
38.717750	1073.93   	0.349826	9.0278e+07	0.349826	20580.9   	19.387315	62.5266   	19.387315	62.5266   	
38.897600	1054.96   	0.351221	8.8853e+07	0.351221	20591.1   	19.477256	62.6306   	19.477256	62.6306   	
39.077450	1036.41   	0.352615	8.74561e+07	0.352615	20601.4   	19.567197	62.7353   	19.567197	62.7353   	
39.257300	1018.29   	0.354010	8.60865e+07	0.354010	20611.6   	19.657138	62.8406   	19.657138	62.8406   	
39.437150	1000.56   	0.355404	8.47436e+07	0.355404	20621.9   	19.747079	62.9467   	19.747079	62.9467   	
39.617000	983.231   	0.356799	8.34269e+07	0.356799	20632.3   	19.837020	63.0534   	19.837020	63.0534   	
39.796850	966.283   	0.358193	8.21355e+07	0.358193	20642.7   	19.926961	63.1609   	19.926961	63.1609   	
39.976700	949.709   	0.359588	8.08691e+07	0.359588	20653.2   	20.016902	63.2691   	20.016902	63.2691   	
40.156550	933.497   	0.360983	7.9627e+07	0.360983	20663.7   	20.106843	63.378    	20.106843	63.378    	
40.336400	917.639   	0.362377	7.84087e+07	0.362377	20674.3   	20.196784	63.4876   	20.196784	63.4876   	
40.516250	902.125   	0.363772	7.72135e+07	0.363772	20684.9   	20.286725	63.598    	20.286725	63.598    	
40.696100	886.946   	0.365166	7.60412e+07	0.365166	20695.6   	20.376666	63.7091   	20.376666	63.7091   	
40.875950	872.094   	0.366561	7.48909e+07	0.366561	20706.4   	20.466607	63.8209   	20.466607	63.8209   	
41.055800	857.56    	0.367955	7.37623e+07	0.367955	20717.1   	20.556548	63.9334   	20.556548	63.9334   	
41.235650	843.335   	0.369350	7.2655e+07	0.369350	20728     	20.646489	64.0467   	20.646489	64.0467   	
41.415500	829.413   	0.370744	7.15683e+07	0.370744	20738.9   	20.736430	64.1607   	20.736430	64.1607   	
41.595350	815.784   	0.372139	7.05018e+07	0.372139	20749.8   	20.826371	64.2755   	20.826371	64.2755   	
41.775200	802.442   	0.373533	6.94552e+07	0.373533	20760.8   	20.916312	64.391    	20.916312	64.391    	
41.955050	789.38    	0.374928	6.84279e+07	0.374928	20771.8   	21.006253	64.5073   	21.006253	64.5073   	
42.134900	776.59    	0.376322	6.74195e+07	0.376322	20782.9   	21.096194	64.6243   	21.096194	64.6243   	
42.314750	764.065   	0.377717	6.64297e+07	0.377717	20794.1   	21.186135	64.7421   	21.186135	64.7421   	
42.494600	751.799   	0.379112	6.5458e+07	0.379112	20805.3   	21.276076	64.8606   	21.276076	64.8606   	
42.674450	739.786   	0.380506	6.45039e+07	0.380506	20816.5   	21.366017	64.98     	21.366017	64.98     	
42.854300	728.019   	0.381901	6.35673e+07	0.381901	20827.8   	21.455958	65.1001   	21.455958	65.1001   	
