Angle [deg]1	CM	Angle [deg]2	Lab (0->) 40Ar	Angle [deg]3	Lab (0<-) 40Ar	Angle [deg]4	Lab (0->)  1H	Angle [deg]5	Lab (0<-)  1H	
27.207350	7493.44   	0.260576	5.18626e+08	0.260576	35425.8   	13.631091	100.833   	13.631091	100.833   	
27.387200	7302.18   	0.261970	5.07672e+08	0.261970	35438.5   	13.721032	100.949   	13.721032	100.949   	
27.567050	7117.07   	0.263365	4.97005e+08	0.263365	35451.3   	13.810973	101.065   	13.810973	101.065   	
27.746900	6937.84   	0.264759	4.86617e+08	0.264759	35464.2   	13.900914	101.183   	13.900914	101.183   	
27.926750	6764.29   	0.266154	4.76499e+08	0.266154	35477.2   	13.990855	101.301   	13.990855	101.301   	
28.106600	6596.2    	0.267548	4.66642e+08	0.267548	35490.3   	14.080796	101.42    	14.080796	101.42    	
28.286450	6433.36   	0.268943	4.57039e+08	0.268943	35503.4   	14.170737	101.541   	14.170737	101.541   	
28.466300	6275.57   	0.270337	4.47683e+08	0.270337	35516.6   	14.260678	101.662   	14.260678	101.662   	
28.646150	6122.66   	0.271732	4.38564e+08	0.271732	35529.9   	14.350619	101.784   	14.350619	101.784   	
28.826000	5974.43   	0.273126	4.29676e+08	0.273126	35543.2   	14.440560	101.907   	14.440560	101.907   	
29.005850	5830.71   	0.274521	4.21012e+08	0.274521	35556.7   	14.530501	102.031   	14.530501	102.031   	
29.185700	5691.35   	0.275916	4.12566e+08	0.275916	35570.2   	14.620442	102.156   	14.620442	102.156   	
29.365550	5556.18   	0.277310	4.04329e+08	0.277310	35583.8   	14.710383	102.282   	14.710383	102.282   	
29.545400	5425.06   	0.278705	3.96299e+08	0.278705	35597.5   	14.800324	102.409   	14.800324	102.409   	
29.725250	5297.83   	0.280099	3.88466e+08	0.280099	35611.2   	14.890265	102.537   	14.890265	102.537   	
29.905100	5174.36   	0.281494	3.80825e+08	0.281494	35625     	14.980206	102.666   	14.980206	102.666   	
30.084950	5054.51   	0.282888	3.73372e+08	0.282888	35638.9   	15.070147	102.796   	15.070147	102.796   	
30.264800	4938.16   	0.284283	3.66101e+08	0.284283	35652.9   	15.160088	102.927   	15.160088	102.927   	
30.444650	4825.19   	0.285677	3.59005e+08	0.285677	35667     	15.250029	103.058   	15.250029	103.058   	
30.624500	4715.48   	0.287072	3.5208e+08	0.287072	35681.1   	15.339970	103.191   	15.339970	103.191   	
30.804350	4608.91   	0.288466	3.45322e+08	0.288466	35695.4   	15.429911	103.325   	15.429911	103.325   	
30.984200	4505.38   	0.289861	3.38725e+08	0.289861	35709.7   	15.519852	103.46    	15.519852	103.46    	
31.164050	4404.79   	0.291255	3.32285e+08	0.291255	35724     	15.609793	103.596   	15.609793	103.596   	
31.343900	4307.03   	0.292650	3.25997e+08	0.292650	35738.5   	15.699734	103.732   	15.699734	103.732   	
31.523750	4212      	0.294045	3.19857e+08	0.294045	35753.1   	15.789675	103.87    	15.789675	103.87    	
31.703600	4119.63   	0.295439	3.13861e+08	0.295439	35767.7   	15.879616	104.009   	15.879616	104.009   	
31.883450	4029.81   	0.296834	3.08005e+08	0.296834	35782.4   	15.969557	104.149   	15.969557	104.149   	
32.063300	3942.47   	0.298228	3.02285e+08	0.298228	35797.2   	16.059498	104.29    	16.059498	104.29    	
32.243150	3857.51   	0.299623	2.96697e+08	0.299623	35812.1   	16.149439	104.432   	16.149439	104.432   	
32.423000	3774.87   	0.301017	2.91238e+08	0.301017	35827     	16.239380	104.575   	16.239380	104.575   	
32.602850	3694.47   	0.302412	2.85904e+08	0.302412	35842.1   	16.329321	104.719   	16.329321	104.719   	
32.782700	3616.23   	0.303806	2.80691e+08	0.303806	35857.2   	16.419262	104.864   	16.419262	104.864   	
32.962550	3540.09   	0.305201	2.75597e+08	0.305201	35872.3   	16.509203	105.01    	16.509203	105.01    	
33.142400	3465.97   	0.306595	2.70617e+08	0.306595	35887.6   	16.599144	105.157   	16.599144	105.157   	
33.322250	3393.82   	0.307990	2.6575e+08	0.307990	35903     	16.689085	105.305   	16.689085	105.305   	
33.502100	3323.56   	0.309385	2.60991e+08	0.309385	35918.4   	16.779026	105.454   	16.779026	105.454   	
33.681950	3255.15   	0.310779	2.56339e+08	0.310779	35934     	16.868967	105.604   	16.868967	105.604   	
33.861800	3188.52   	0.312174	2.5179e+08	0.312174	35949.6   	16.958908	105.756   	16.958908	105.756   	
34.041650	3123.62   	0.313568	2.47341e+08	0.313568	35965.2   	17.048849	105.908   	17.048849	105.908   	
34.221500	3060.39   	0.314963	2.4299e+08	0.314963	35981     	17.138790	106.062   	17.138790	106.062   	
34.401350	2998.78   	0.316357	2.38734e+08	0.316357	35996.9   	17.228731	106.216   	17.228731	106.216   	
34.581200	2938.74   	0.317752	2.34572e+08	0.317752	36012.8   	17.318672	106.372   	17.318672	106.372   	
34.761050	2880.23   	0.319146	2.30499e+08	0.319146	36028.8   	17.408613	106.529   	17.408613	106.529   	
34.940900	2823.19   	0.320541	2.26514e+08	0.320541	36044.9   	17.498554	106.686   	17.498554	106.686   	
35.120750	2767.58   	0.321935	2.22616e+08	0.321935	36061.1   	17.588495	106.845   	17.588495	106.845   	
35.300600	2713.37   	0.323330	2.18801e+08	0.323330	36077.4   	17.678436	107.005   	17.678436	107.005   	
35.480450	2660.5    	0.324724	2.15067e+08	0.324724	36093.7   	17.768377	107.167   	17.768377	107.167   	
35.660300	2608.94   	0.326119	2.11412e+08	0.326119	36110.2   	17.858318	107.329   	17.858318	107.329   	
35.840150	2558.64   	0.327514	2.07835e+08	0.327514	36126.7   	17.948259	107.492   	17.948259	107.492   	
36.020000	2509.58   	0.328908	2.04333e+08	0.328908	36143.3   	18.038200	107.657   	18.038200	107.657   	
36.199850	2461.71   	0.330303	2.00905e+08	0.330303	36160     	18.128141	107.823   	18.128141	107.823   	
36.379700	2415      	0.331697	1.97548e+08	0.331697	36176.8   	18.218082	107.989   	18.218082	107.989   	
36.559550	2369.42   	0.333092	1.94261e+08	0.333092	36193.6   	18.308023	108.157   	18.308023	108.157   	
36.739400	2324.93   	0.334486	1.91043e+08	0.334486	36210.6   	18.397964	108.326   	18.397964	108.326   	
36.919250	2281.5    	0.335881	1.8789e+08	0.335881	36227.6   	18.487905	108.497   	18.487905	108.497   	
37.099100	2239.1    	0.337275	1.84802e+08	0.337275	36244.7   	18.577846	108.668   	18.577846	108.668   	
37.278950	2197.71   	0.338670	1.81778e+08	0.338670	36262     	18.667787	108.841   	18.667787	108.841   	
37.458800	2157.28   	0.340064	1.78815e+08	0.340064	36279.3   	18.757728	109.014   	18.757728	109.014   	
37.638650	2117.81   	0.341459	1.75912e+08	0.341459	36296.6   	18.847669	109.189   	18.847669	109.189   	
37.818500	2079.25   	0.342853	1.73068e+08	0.342853	36314.1   	18.937610	109.365   	18.937610	109.365   	
37.998350	2041.59   	0.344248	1.70282e+08	0.344248	36331.7   	19.027551	109.543   	19.027551	109.543   	
38.178200	2004.79   	0.345643	1.67551e+08	0.345643	36349.3   	19.117492	109.721   	19.117492	109.721   	
38.358050	1968.84   	0.347037	1.64874e+08	0.347037	36367     	19.207433	109.901   	19.207433	109.901   	
38.537900	1933.71   	0.348432	1.62251e+08	0.348432	36384.9   	19.297374	110.082   	19.297374	110.082   	
38.717750	1899.38   	0.349826	1.5968e+08	0.349826	36402.7   	19.387315	110.264   	19.387315	110.264   	
38.897600	1865.83   	0.351221	1.5716e+08	0.351221	36420.8   	19.477256	110.447   	19.477256	110.447   	
39.077450	1833.03   	0.352615	1.54689e+08	0.352615	36438.8   	19.567197	110.632   	19.567197	110.632   	
39.257300	1800.97   	0.354010	1.52266e+08	0.354010	36457     	19.657138	110.818   	19.657138	110.818   	
39.437150	1769.62   	0.355404	1.49891e+08	0.355404	36475.3   	19.747079	111.005   	19.747079	111.005   	
39.617000	1738.97   	0.356799	1.47562e+08	0.356799	36493.6   	19.837020	111.193   	19.837020	111.193   	
39.796850	1709      	0.358193	1.45278e+08	0.358193	36512.1   	19.926961	111.383   	19.926961	111.383   	
39.976700	1679.68   	0.359588	1.43038e+08	0.359588	36530.6   	20.016902	111.573   	20.016902	111.573   	
40.156550	1651.01   	0.360983	1.40841e+08	0.360983	36549.2   	20.106843	111.765   	20.106843	111.765   	
40.336400	1622.96   	0.362377	1.38686e+08	0.362377	36567.9   	20.196784	111.959   	20.196784	111.959   	
40.516250	1595.53   	0.363772	1.36572e+08	0.363772	36586.7   	20.286725	112.153   	20.286725	112.153   	
40.696100	1568.68   	0.365166	1.34499e+08	0.365166	36605.6   	20.376666	112.349   	20.376666	112.349   	
40.875950	1542.41   	0.366561	1.32464e+08	0.366561	36624.6   	20.466607	112.546   	20.466607	112.546   	
41.055800	1516.71   	0.367955	1.30468e+08	0.367955	36643.6   	20.556548	112.745   	20.556548	112.745   	
41.235650	1491.55   	0.369350	1.28509e+08	0.369350	36662.8   	20.646489	112.945   	20.646489	112.945   	
41.415500	1466.92   	0.370744	1.26587e+08	0.370744	36682.1   	20.736430	113.146   	20.736430	113.146   	
41.595350	1442.82   	0.372139	1.24701e+08	0.372139	36701.4   	20.826371	113.348   	20.826371	113.348   	
41.775200	1419.22   	0.373533	1.2285e+08	0.373533	36720.8   	20.916312	113.552   	20.916312	113.552   	
41.955050	1396.12   	0.374928	1.21033e+08	0.374928	36740.4   	21.006253	113.757   	21.006253	113.757   	
42.134900	1373.5    	0.376322	1.19249e+08	0.376322	36760     	21.096194	113.963   	21.096194	113.963   	
42.314750	1351.35   	0.377717	1.17498e+08	0.377717	36779.7   	21.186135	114.171   	21.186135	114.171   	
42.494600	1329.65   	0.379112	1.1578e+08	0.379112	36799.5   	21.276076	114.38    	21.276076	114.38    	
42.674450	1308.41   	0.380506	1.14092e+08	0.380506	36819.4   	21.366017	114.59    	21.366017	114.59    	
42.854300	1287.6    	0.381901	1.12435e+08	0.381901	36839.4   	21.455958	114.802   	21.455958	114.802   	
43.034150	1267.21   	0.383295	1.10808e+08	0.383295	36859.5   	21.545899	115.015   	21.545899	115.015   	
43.214000	1247.23   	0.384690	1.09211e+08	0.384690	36879.7   	21.635840	115.23    	21.635840	115.23    	
43.393850	1227.67   	0.386084	1.07642e+08	0.386084	36899.9   	21.725781	115.446   	21.725781	115.446   	
43.573700	1208.49   	0.387479	1.06101e+08	0.387479	36920.3   	21.815722	115.663   	21.815722	115.663   	
43.753550	1189.7    	0.388873	1.04588e+08	0.388873	36940.8   	21.905663	115.882   	21.905663	115.882   	
43.933400	1171.29   	0.390268	1.03102e+08	0.390268	36961.3   	21.995604	116.102   	21.995604	116.102   	
44.113250	1153.24   	0.391662	1.01642e+08	0.391662	36982     	22.085545	116.324   	22.085545	116.324   	
44.293100	1135.54   	0.393057	1.00207e+08	0.393057	37002.8   	22.175486	116.547   	22.175486	116.547   	
44.472950	1118.2    	0.394451	9.87985e+07	0.394451	37023.6   	22.265427	116.771   	22.265427	116.771   	
44.652800	1101.2    	0.395846	9.74142e+07	0.395846	37044.5   	22.355368	116.997   	22.355368	116.997   	
44.832650	1084.53   	0.397241	9.60539e+07	0.397241	37065.6   	22.445309	117.224   	22.445309	117.224   	
45.012500	1068.19   	0.398635	9.47174e+07	0.398635	37086.7   	22.535250	117.453   	22.535250	117.453   	
45.192350	1052.16   	0.400030	9.34041e+07	0.400030	37107.9   	22.625191	117.683   	22.625191	117.683   	
45.372200	1036.44   	0.401424	9.21134e+07	0.401424	37129.3   	22.715132	117.915   	22.715132	117.915   	
45.552050	1021.03   	0.402819	9.0845e+07	0.402819	37150.7   	22.805073	118.148   	22.805073	118.148   	
45.731900	1005.91   	0.404213	8.95984e+07	0.404213	37172.2   	22.895014	118.383   	22.895014	118.383   	
45.911750	991.075   	0.405608	8.8373e+07	0.405608	37193.9   	22.984955	118.619   	22.984955	118.619   	
46.091600	976.525   	0.407002	8.71686e+07	0.407002	37215.6   	23.074896	118.857   	23.074896	118.857   	
46.271450	962.251   	0.408397	8.59846e+07	0.408397	37237.4   	23.164837	119.096   	23.164837	119.096   	
46.451300	948.246   	0.409791	8.48206e+07	0.409791	37259.3   	23.254778	119.337   	23.254778	119.337   	
46.631150	934.504   	0.411186	8.36763e+07	0.411186	37281.3   	23.344719	119.579   	23.344719	119.579   	
46.811000	921.02    	0.412581	8.25513e+07	0.412581	37303.4   	23.434660	119.823   	23.434660	119.823   	
46.990850	907.786   	0.413975	8.1445e+07	0.413975	37325.7   	23.524601	120.068   	23.524601	120.068   	
47.170700	894.798   	0.415370	8.03573e+07	0.415370	37348     	23.614542	120.315   	23.614542	120.315   	
47.350550	882.051   	0.416764	7.92877e+07	0.416764	37370.4   	23.704483	120.564   	23.704483	120.564   	
47.530400	869.538   	0.418159	7.82358e+07	0.418159	37392.9   	23.794424	120.814   	23.794424	120.814   	
47.710250	857.254   	0.419553	7.72013e+07	0.419553	37415.5   	23.884365	121.065   	23.884365	121.065   	
47.890100	845.195   	0.420948	7.61839e+07	0.420948	37438.2   	23.974306	121.319   	23.974306	121.319   	
48.069950	833.355   	0.422342	7.51831e+07	0.422342	37461     	24.064247	121.574   	24.064247	121.574   	
48.249800	821.73    	0.423737	7.41988e+07	0.423737	37484     	24.154188	121.83    	24.154188	121.83    	
48.429650	810.315   	0.425131	7.32306e+07	0.425131	37507     	24.244129	122.088   	24.244129	122.088   	
48.609500	799.106   	0.426526	7.2278e+07	0.426526	37530.1   	24.334070	122.348   	24.334070	122.348   	
48.789350	788.097   	0.427920	7.13409e+07	0.427920	37553.4   	24.424011	122.609   	24.424011	122.609   	
48.969200	777.285   	0.429315	7.04191e+07	0.429315	37576.7   	24.513952	122.872   	24.513952	122.872   	
49.149050	766.665   	0.430710	6.9512e+07	0.430710	37600.1   	24.603893	123.137   	24.603893	123.137   	
49.328900	756.234   	0.432104	6.86194e+07	0.432104	37623.7   	24.693834	123.403   	24.693834	123.403   	
49.508750	745.986   	0.433499	6.77413e+07	0.433499	37647.3   	24.783775	123.671   	24.783775	123.671   	
49.688600	735.919   	0.434893	6.6877e+07	0.434893	37671.1   	24.873716	123.941   	24.873716	123.941   	
49.868450	726.028   	0.436288	6.60266e+07	0.436288	37694.9   	24.963657	124.213   	24.963657	124.213   	
50.048300	716.31    	0.437682	6.51896e+07	0.437682	37718.9   	25.053598	124.486   	25.053598	124.486   	
50.228150	706.76    	0.439077	6.43659e+07	0.439077	37742.9   	25.143539	124.761   	25.143539	124.761   	
50.408000	697.377   	0.440471	6.35551e+07	0.440471	37767.1   	25.233480	125.037   	25.233480	125.037   	
50.587850	688.155   	0.441866	6.27571e+07	0.441866	37791.4   	25.323421	125.316   	25.323421	125.316   	
50.767700	679.092   	0.443260	6.19715e+07	0.443260	37815.8   	25.413362	125.596   	25.413362	125.596   	
50.947550	670.184   	0.444655	6.11982e+07	0.444655	37840.2   	25.503303	125.878   	25.503303	125.878   	
51.127400	661.428   	0.446049	6.0437e+07	0.446049	37864.9   	25.593244	126.162   	25.593244	126.162   	
51.307250	652.821   	0.447444	5.96876e+07	0.447444	37889.6   	25.683185	126.447   	25.683185	126.447   	
51.487100	644.36    	0.448839	5.89497e+07	0.448839	37914.3   	25.773126	126.734   	25.773126	126.734   	
51.666950	636.042   	0.450233	5.82233e+07	0.450233	37939.3   	25.863067	127.023   	25.863067	127.023   	
51.846800	627.864   	0.451628	5.75079e+07	0.451628	37964.3   	25.953008	127.314   	25.953008	127.314   	
52.026650	619.822   	0.453022	5.68035e+07	0.453022	37989.4   	26.042949	127.607   	26.042949	127.607   	
52.206500	611.916   	0.454417	5.611e+07 	0.454417	38014.7   	26.132890	127.902   	26.132890	127.902   	
52.386350	604.141   	0.455811	5.5427e+07	0.455811	38040.1   	26.222831	128.198   	26.222831	128.198   	
52.566200	596.494   	0.457206	5.47543e+07	0.457206	38065.5   	26.312772	128.496   	26.312772	128.496   	
52.746050	588.975   	0.458600	5.40918e+07	0.458600	38091.1   	26.402713	128.796   	26.402713	128.796   	
52.925900	581.579   	0.459995	5.34393e+07	0.459995	38116.8   	26.492654	129.099   	26.492654	129.099   	
53.105750	574.304   	0.461389	5.27966e+07	0.461389	38142.5   	26.582595	129.403   	26.582595	129.403   	
53.285600	567.148   	0.462784	5.21636e+07	0.462784	38168.5   	26.672536	129.708   	26.672536	129.708   	
53.465450	560.109   	0.464179	5.15401e+07	0.464179	38194.5   	26.762477	130.016   	26.762477	130.016   	
53.645300	553.184   	0.465573	5.09258e+07	0.465573	38220.6   	26.852418	130.326   	26.852418	130.326   	
53.825150	546.372   	0.466968	5.03207e+07	0.466968	38246.8   	26.942359	130.638   	26.942359	130.638   	
54.005000	539.669   	0.468362	4.97245e+07	0.468362	38273.2   	27.032300	130.951   	27.032300	130.951   	
54.184850	533.074   	0.469757	4.91371e+07	0.469757	38299.7   	27.122241	131.267   	27.122241	131.267   	
54.364700	526.584   	0.471151	4.85585e+07	0.471151	38326.2   	27.212182	131.585   	27.212182	131.585   	
54.544550	520.198   	0.472546	4.79883e+07	0.472546	38353     	27.302123	131.904   	27.302123	131.904   	
54.724400	513.914   	0.473940	4.74264e+07	0.473940	38379.7   	27.392064	132.226   	27.392064	132.226   	
54.904250	507.729   	0.475335	4.68728e+07	0.475335	38406.6   	27.482005	132.55    	27.482005	132.55    	
55.084100	501.642   	0.476729	4.63272e+07	0.476729	38433.7   	27.571946	132.875   	27.571946	132.875   	
55.263950	495.651   	0.478124	4.57895e+07	0.478124	38460.9   	27.661887	133.203   	27.661887	133.203   	
55.443800	489.753   	0.479518	4.52597e+07	0.479518	38488.1   	27.751828	133.533   	27.751828	133.533   	
55.623650	483.948   	0.480913	4.47375e+07	0.480913	38515.5   	27.841769	133.865   	27.841769	133.865   	
55.803500	478.234   	0.482308	4.42228e+07	0.482308	38543     	27.931710	134.199   	27.931710	134.199   	
55.983350	472.608   	0.483702	4.37155e+07	0.483702	38570.6   	28.021651	134.535   	28.021651	134.535   	
56.163200	467.069   	0.485097	4.32154e+07	0.485097	38598.4   	28.111592	134.873   	28.111592	134.873   	
56.343050	461.616   	0.486491	4.27225e+07	0.486491	38626.2   	28.201533	135.214   	28.201533	135.214   	
56.522900	456.246   	0.487886	4.22366e+07	0.487886	38654.2   	28.291474	135.556   	28.291474	135.556   	
56.702750	450.959   	0.489280	4.17576e+07	0.489280	38682.3   	28.381415	135.901   	28.381415	135.901   	
56.882600	445.752   	0.490675	4.12854e+07	0.490675	38710.5   	28.471356	136.248   	28.471356	136.248   	
57.062450	440.625   	0.492069	4.08198e+07	0.492069	38738.8   	28.561297	136.597   	28.561297	136.597   	
57.242300	435.576   	0.493464	4.03608e+07	0.493464	38767.2   	28.651238	136.948   	28.651238	136.948   	
57.422150	430.602   	0.494858	3.99082e+07	0.494858	38795.8   	28.741179	137.302   	28.741179	137.302   	
57.602000	425.704   	0.496253	3.9462e+07	0.496253	38824.5   	28.831120	137.657   	28.831120	137.657   	
57.781850	420.88    	0.497647	3.9022e+07	0.497647	38853.3   	28.921061	138.015   	28.921061	138.015   	
57.961700	416.127   	0.499042	3.85881e+07	0.499042	38882.3   	29.011002	138.375   	29.011002	138.375   	
58.141550	411.446   	0.500437	3.81602e+07	0.500437	38911.3   	29.100943	138.738   	29.100943	138.738   	
58.321400	406.834   	0.501831	3.77383e+07	0.501831	38940.5   	29.190884	139.103   	29.190884	139.103   	
58.501250	402.291   	0.503226	3.73221e+07	0.503226	38969.8   	29.280825	139.47    	29.280825	139.47    	
58.681100	397.815   	0.504620	3.69118e+07	0.504620	38999.2   	29.370766	139.839   	29.370766	139.839   	
58.860950	393.404   	0.506015	3.6507e+07	0.506015	39028.7   	29.460707	140.211   	29.460707	140.211   	
59.040800	389.059   	0.507409	3.61077e+07	0.507409	39058.4   	29.550648	140.585   	29.550648	140.585   	
59.220650	384.777   	0.508804	3.5714e+07	0.508804	39088.2   	29.640589	140.962   	29.640589	140.962   	
59.400500	380.557   	0.510198	3.53256e+07	0.510198	39118.1   	29.730530	141.341   	29.730530	141.341   	
59.580350	376.399   	0.511593	3.49424e+07	0.511593	39148.1   	29.820471	141.722   	29.820471	141.722   	
59.760200	372.302   	0.512987	3.45645e+07	0.512987	39178.3   	29.910412	142.106   	29.910412	142.106   	
59.940050	368.263   	0.514382	3.41916e+07	0.514382	39208.6   	30.000353	142.492   	30.000353	142.492   	
60.119900	364.283   	0.515777	3.38238e+07	0.515777	39239     	30.090294	142.881   	30.090294	142.881   	
60.299750	360.36    	0.517171	3.34609e+07	0.517171	39269.6   	30.180235	143.272   	30.180235	143.272   	
60.479600	356.493   	0.518566	3.31029e+07	0.518566	39300.2   	30.270176	143.666   	30.270176	143.666   	
60.659450	352.681   	0.519960	3.27496e+07	0.519960	39331     	30.360117	144.062   	30.360117	144.062   	
60.839300	348.923   	0.521355	3.24011e+07	0.521355	39362     	30.450058	144.46    	30.450058	144.46    	
61.019150	345.219   	0.522749	3.20572e+07	0.522749	39393     	30.539999	144.862   	30.539999	144.862   	
61.199000	341.567   	0.524144	3.17178e+07	0.524144	39424.2   	30.629940	145.265   	30.629940	145.265   	
61.378850	337.967   	0.525538	3.13829e+07	0.525538	39455.5   	30.719881	145.672   	30.719881	145.672   	
61.558700	334.417   	0.526933	3.10525e+07	0.526933	39487     	30.809822	146.081   	30.809822	146.081   	
61.738550	330.917   	0.528327	3.07264e+07	0.528327	39518.6   	30.899763	146.492   	30.899763	146.492   	
61.918400	327.466   	0.529722	3.04045e+07	0.529722	39550.3   	30.989704	146.906   	30.989704	146.906   	
62.098250	324.063   	0.531116	3.00869e+07	0.531116	39582.1   	31.079645	147.323   	31.079645	147.323   	
62.278100	320.707   	0.532511	2.97734e+07	0.532511	39614.1   	31.169586	147.743   	31.169586	147.743   	
62.457950	317.398   	0.533906	2.9464e+07	0.533906	39646.2   	31.259527	148.165   	31.259527	148.165   	
62.637800	314.134   	0.535300	2.91586e+07	0.535300	39678.4   	31.349468	148.59    	31.349468	148.59    	
62.817650	310.915   	0.536695	2.88572e+07	0.536695	39710.8   	31.439409	149.018   	31.439409	149.018   	
62.997500	307.741   	0.538089	2.85596e+07	0.538089	39743.3   	31.529350	149.448   	31.529350	149.448   	
63.177350	304.609   	0.539484	2.82659e+07	0.539484	39776     	31.619291	149.881   	31.619291	149.881   	
63.357200	301.521   	0.540878	2.7976e+07	0.540878	39808.7   	31.709232	150.317   	31.709232	150.317   	
63.537050	298.474   	0.542273	2.76898e+07	0.542273	39841.7   	31.799173	150.756   	31.799173	150.756   	
63.716900	295.469   	0.543667	2.74072e+07	0.543667	39874.7   	31.889114	151.197   	31.889114	151.197   	
63.896750	292.504   	0.545062	2.71282e+07	0.545062	39907.9   	31.979055	151.642   	31.979055	151.642   	
64.076600	289.579   	0.546456	2.68528e+07	0.546456	39941.3   	32.068996	152.089   	32.068996	152.089   	
64.256450	286.694   	0.547851	2.65809e+07	0.547851	39974.7   	32.158937	152.539   	32.158937	152.539   	
64.436300	283.847   	0.549245	2.63124e+07	0.549245	40008.3   	32.248878	152.993   	32.248878	152.993   	
64.616150	281.038   	0.550640	2.60473e+07	0.550640	40042.1   	32.338819	153.449   	32.338819	153.449   	
64.796000	278.267   	0.552035	2.57855e+07	0.552035	40075.9   	32.428760	153.908   	32.428760	153.908   	
64.975850	275.532   	0.553429	2.5527e+07	0.553429	40109.9   	32.518701	154.37    	32.518701	154.37    	
65.155700	272.833   	0.554824	2.52718e+07	0.554824	40144.1   	32.608642	154.835   	32.608642	154.835   	
65.335550	270.171   	0.556218	2.50197e+07	0.556218	40178.4   	32.698583	155.302   	32.698583	155.302   	
65.515400	267.543   	0.557613	2.47708e+07	0.557613	40212.8   	32.788524	155.774   	32.788524	155.774   	
65.695250	264.949   	0.559007	2.4525e+07	0.559007	40247.5   	32.878465	156.248   	32.878465	156.248   	
65.875100	262.39    	0.560402	2.42822e+07	0.560402	40282.2   	32.968406	156.725   	32.968406	156.725   	
66.054950	259.864   	0.561796	2.40425e+07	0.561796	40317     	33.058347	157.205   	33.058347	157.205   	
66.234800	257.371   	0.563191	2.38056e+07	0.563191	40352.1   	33.148288	157.688   	33.148288	157.688   	
66.414650	254.91    	0.564585	2.35717e+07	0.564585	40387.3   	33.238229	158.175   	33.238229	158.175   	
66.594500	252.481   	0.565980	2.33407e+07	0.565980	40422.5   	33.328170	158.665   	33.328170	158.665   	
66.774350	250.083   	0.567374	2.31125e+07	0.567374	40458     	33.418111	159.158   	33.418111	159.158   	
66.954200	247.716   	0.568769	2.28871e+07	0.568769	40493.6   	33.508052	159.654   	33.508052	159.654   	
67.134050	245.38    	0.570164	2.26644e+07	0.570164	40529.3   	33.597993	160.153   	33.597993	160.153   	
67.313900	243.073   	0.571558	2.24445e+07	0.571558	40565.3   	33.687934	160.656   	33.687934	160.656   	
67.493750	240.796   	0.572953	2.22272e+07	0.572953	40601.3   	33.777875	161.162   	33.777875	161.162   	
67.673600	238.548   	0.574347	2.20125e+07	0.574347	40637.5   	33.867816	161.671   	33.867816	161.671   	
67.853450	236.328   	0.575742	2.18005e+07	0.575742	40673.8   	33.957757	162.184   	33.957757	162.184   	
68.033300	234.136   	0.577136	2.15909e+07	0.577136	40710.3   	34.047698	162.7     	34.047698	162.7     	
68.213150	231.972   	0.578531	2.1384e+07	0.578531	40746.9   	34.137639	163.22    	34.137639	163.22    	
68.393000	229.835   	0.579925	2.11794e+07	0.579925	40783.8   	34.227580	163.742   	34.227580	163.742   	
68.572850	227.725   	0.581320	2.09774e+07	0.581320	40820.7   	34.317521	164.269   	34.317521	164.269   	
68.752700	225.641   	0.582714	2.07777e+07	0.582714	40857.8   	34.407462	164.799   	34.407462	164.799   	
68.932550	223.584   	0.584109	2.05804e+07	0.584109	40895     	34.497403	165.332   	34.497403	165.332   	
69.112400	221.551   	0.585504	2.03855e+07	0.585504	40932.5   	34.587344	165.869   	34.587344	165.869   	
69.292250	219.544   	0.586898	2.01928e+07	0.586898	40970     	34.677285	166.409   	34.677285	166.409   	
69.472100	217.562   	0.588293	2.00025e+07	0.588293	41007.7   	34.767226	166.953   	34.767226	166.953   	
69.651950	215.605   	0.589687	1.98144e+07	0.589687	41045.6   	34.857167	167.501   	34.857167	167.501   	
69.831800	213.671   	0.591082	1.96285e+07	0.591082	41083.6   	34.947108	168.052   	34.947108	168.052   	
70.011650	211.761   	0.592476	1.94447e+07	0.592476	41121.8   	35.037049	168.607   	35.037049	168.607   	
70.191500	209.874   	0.593871	1.92632e+07	0.593871	41160.1   	35.126990	169.165   	35.126990	169.165   	
70.371350	208.011   	0.595265	1.90837e+07	0.595265	41198.6   	35.216931	169.728   	35.216931	169.728   	
70.551200	206.17    	0.596660	1.89063e+07	0.596660	41237.3   	35.306872	170.294   	35.306872	170.294   	
70.731050	204.351   	0.598054	1.8731e+07	0.598054	41276.1   	35.396813	170.864   	35.396813	170.864   	
70.910900	202.555   	0.599449	1.85578e+07	0.599449	41315.1   	35.486754	171.437   	35.486754	171.437   	
71.090750	200.78    	0.600843	1.83865e+07	0.600843	41354.2   	35.576695	172.015   	35.576695	172.015   	
71.270600	199.026   	0.602238	1.82172e+07	0.602238	41393.5   	35.666636	172.596   	35.666636	172.596   	
71.450450	197.294   	0.603633	1.80499e+07	0.603633	41432.9   	35.756577	173.182   	35.756577	173.181   	
71.630300	195.582   	0.605027	1.78844e+07	0.605027	41472.6   	35.846518	173.771   	35.846518	173.771   	
71.810150	193.891   	0.606422	1.77209e+07	0.606422	41512.4   	35.936459	174.364   	35.936459	174.364   	
71.990000	192.219   	0.607816	1.75593e+07	0.607816	41552.3   	36.026400	174.961   	36.026400	174.961   	
72.169850	190.568   	0.609211	1.73995e+07	0.609211	41592.4   	36.116341	175.562   	36.116341	175.562   	
72.349700	188.936   	0.610605	1.72415e+07	0.610605	41632.7   	36.206282	176.168   	36.206282	176.168   	
