# det side strip channel_type expected entries status
3 0 1 single 1 0 missing
3 0 2 single 1 0 missing
3 0 3 single 1 0 missing
3 0 4 single 1 0 missing
3 0 5 single 1 0 missing
3 0 6 single 1 0 missing
3 0 7 single 1 0 missing
3 0 8 single 1 0 missing
3 0 9 single 1 0 missing
3 0 10 single 1 0 missing
3 0 11 single 1 0 missing
3 0 12 single 1 0 missing
3 0 13 single 1 0 missing
3 0 14 single 1 0 missing
3 0 15 single 1 0 missing
3 0 16 single 1 0 missing
3 0 17 single 1 0 missing
3 0 18 single 1 0 missing
3 0 19 single 1 0 missing
3 0 20 single 1 0 missing
3 0 21 single 1 0 missing
3 0 22 single 1 0 missing
3 0 23 single 1 0 missing
3 0 24 single 1 0 missing
3 0 25 single 1 0 missing
3 0 26 single 1 0 missing
3 0 27 single 1 0 missing
3 0 28 single 1 0 missing
3 0 29 single 1 0 missing
3 0 30 single 1 0 missing
3 0 31 single 1 0 missing
3 1 0 single 1 0 missing
3 1 1 single 1 0 missing
3 1 2 single 1 0 missing
3 1 3 single 1 0 missing
4 0 0 single 1 0 missing
4 0 1 single 1 0 missing
4 0 2 single 1 0 missing
4 0 3 single 1 0 missing
4 0 4 single 1 0 missing
4 0 5 single 1 0 missing
4 0 6 single 1 0 missing
4 0 7 single 1 0 missing
4 0 8 single 1 0 missing
4 0 9 single 1 0 missing
4 0 10 single 1 0 missing
4 0 11 single 1 0 missing
4 0 12 single 1 0 missing
4 0 13 single 1 0 missing
4 0 14 single 1 0 missing
4 0 15 single 1 0 missing
4 0 16 single 1 0 missing
4 0 17 single 1 0 missing
4 0 18 single 1 0 missing
4 0 19 single 1 0 missing
4 0 20 single 1 0 missing
4 0 21 single 1 0 missing
4 0 22 single 1 0 missing
4 0 23 single 1 0 missing
4 0 24 single 1 0 missing
4 0 25 single 1 0 missing
4 0 26 single 1 0 missing
4 0 27 single 1 0 missing
4 0 28 single 1 0 missing
4 0 29 single 1 0 missing
4 0 30 single 1 0 missing
4 0 31 single 1 0 missing
4 1 0 single 1 0 missing
4 1 1 single 1 0 missing
4 1 2 single 1 0 missing
4 1 3 single 1 0 missing
5 1 0 single 1 0 missing
5 1 1 single 1 0 missing
5 1 2 single 1 0 missing
5 1 3 single 1 0 missing
8 1 0 single 1 0 missing
8 1 1 single 1 0 missing
8 1 2 single 1 0 missing
8 1 3 single 1 0 missing
9 1 0 single 1 0 missing
9 1 1 single 1 0 missing
9 1 2 single 1 0 missing
9 1 3 single 1 0 missing
10 1 0 single 1 0 missing
10 1 1 single 1 0 missing
10 1 2 single 1 0 missing
10 1 3 single 1 0 missing
11 1 0 single 1 0 missing
11 1 1 single 1 0 missing
11 1 2 single 1 0 missing
11 1 3 single 1 0 missing
14 1 0 single 1 0 missing
14 1 1 single 1 0 missing
14 1 2 single 1 0 missing
14 1 3 single 1 0 missing
15 1 0 single 1 0 missing
15 1 1 single 1 0 missing
15 1 2 single 1 0 missing
15 1 3 single 1 0 missing
16 1 0 single 1 0 missing
16 1 1 single 1 0 missing
16 1 2 single 1 0 missing
16 1 3 single 1 0 missing
17 1 0 single 1 0 missing
17 1 1 single 1 0 missing
17 1 2 single 1 0 missing
17 1 3 single 1 0 missing
18 1 0 single 1 0 missing
18 1 1 single 1 0 missing
18 1 2 single 1 0 missing
18 1 3 single 1 0 missing
19 1 0 single 1 0 missing
19 1 1 single 1 0 missing
19 1 2 single 1 0 missing
19 1 3 single 1 0 missing
20 1 0 single 1 0 missing
20 1 1 single 1 0 missing
20 1 2 single 1 0 missing
20 1 3 single 1 0 missing
21 1 0 single 1 0 missing
21 1 1 single 1 0 missing
21 1 2 single 1 0 missing
21 1 3 single 1 0 missing
22 1 0 single 1 0 missing
22 1 1 single 1 0 missing
22 1 2 single 1 0 missing
22 1 3 single 1 0 missing
23 1 0 single 1 0 missing
23 1 1 single 1 0 missing
23 1 2 single 1 0 missing
23 1 3 single 1 0 missing
26 1 0 single 1 0 missing
26 1 1 single 1 0 missing
26 1 2 single 1 0 missing
26 1 3 single 1 0 missing
27 1 0 single 1 0 missing
27 1 1 single 1 0 missing
27 1 2 single 1 0 missing
27 1 3 single 1 0 missing
29 1 0 single 1 0 missing
29 1 1 single 1 0 missing
29 1 2 single 1 0 missing
29 1 3 single 1 0 missing
30 1 0 single 1 0 missing
30 1 1 single 1 0 missing
30 1 2 single 1 0 missing
30 1 3 single 1 0 missing
31 1 0 single 1 0 missing
31 1 1 single 1 0 missing
31 1 2 single 1 0 missing
31 1 3 single 1 0 missing
33 1 0 single 1 0 missing
33 1 1 single 1 0 missing
33 1 2 single 1 0 missing
33 1 3 single 1 0 missing
34 1 0 single 1 0 missing
34 1 1 single 1 0 missing
34 1 2 single 1 0 missing
34 1 3 single 1 0 missing
35 1 0 single 1 0 missing
35 1 1 single 1 0 missing
35 1 2 single 1 0 missing
35 1 3 single 1 0 missing
37 1 0 single 1 0 missing
37 1 1 single 1 0 missing
37 1 2 single 1 0 missing
37 1 3 single 1 0 missing
38 1 0 single 1 0 missing
38 1 1 single 1 0 missing
38 1 2 single 1 0 missing
38 1 3 single 1 0 missing
39 1 0 single 1 0 missing
39 1 1 single 1 0 missing
39 1 2 single 1 0 missing
39 1 3 single 1 0 missing
40 1 0 single 1 0 missing
40 1 1 single 1 0 missing
40 1 2 single 1 0 missing
40 1 3 single 1 0 missing
41 1 0 single 1 0 missing
41 1 1 single 1 0 missing
41 1 2 single 1 0 missing
41 1 3 single 1 0 missing
42 1 0 single 1 0 missing
42 1 1 single 1 0 missing
42 1 2 single 1 0 missing
42 1 3 single 1 0 missing
43 1 0 single 1 0 missing
43 1 1 single 1 0 missing
43 1 2 single 1 0 missing
43 1 3 single 1 0 missing
44 1 0 single 1 0 missing
44 1 1 single 1 0 missing
44 1 2 single 1 0 missing
44 1 3 single 1 0 missing
45 1 0 single 1 0 missing
45 1 1 single 1 0 missing
45 1 2 single 1 0 missing
45 1 3 single 1 0 missing
46 1 0 single 1 0 missing
46 1 1 single 1 0 missing
46 1 2 single 1 0 missing
46 1 3 single 1 0 missing
48 1 0 single 1 0 missing
48 1 1 single 1 0 missing
48 1 2 single 1 0 missing
48 1 3 single 1 0 missing
49 1 0 single 1 0 missing
49 1 1 single 1 0 missing
49 1 2 single 1 0 missing
49 1 3 single 1 0 missing
50 1 0 single 1 0 missing
50 1 1 single 1 0 missing
50 1 2 single 1 0 missing
50 1 3 single 1 0 missing
60 1 0 single 1 0 missing
60 1 1 single 1 0 missing
60 1 2 single 1 0 missing
60 1 3 single 1 0 missing
139 1 0 single 1 0 missing
139 1 1 single 1 0 missing
139 1 2 single 1 0 missing
139 1 3 single 1 0 missing
141 1 0 single 1 0 missing
141 1 1 single 1 0 missing
141 1 2 single 1 0 missing
141 1 3 single 1 0 missing
142 1 0 single 1 0 missing
142 1 1 single 1 0 missing
142 1 2 single 1 0 missing
142 1 3 single 1 0 missing
5 0 0 paired 1 0 missing
5 0 1 paired 1 0 missing
5 0 2 paired 1 0 missing
5 0 3 paired 1 0 missing
5 0 4 paired 1 0 missing
5 0 5 paired 1 0 missing
5 0 6 paired 1 0 missing
5 0 7 paired 1 0 missing
8 0 0 paired 1 0 missing
8 0 1 paired 1 0 missing
8 0 2 paired 1 0 missing
8 0 3 paired 1 0 missing
8 0 4 paired 1 0 missing
8 0 5 paired 1 0 missing
8 0 6 paired 1 0 missing
8 0 7 paired 1 0 missing
9 0 0 paired 1 0 missing
9 0 1 paired 1 0 missing
9 0 2 paired 1 0 missing
9 0 3 paired 1 0 missing
9 0 4 paired 1 0 missing
9 0 5 paired 1 0 missing
9 0 6 paired 1 0 missing
9 0 7 paired 1 0 missing
10 0 0 paired 1 0 missing
10 0 1 paired 1 0 missing
10 0 2 paired 1 0 missing
10 0 3 paired 1 0 missing
10 0 4 paired 1 0 missing
10 0 5 paired 1 0 missing
10 0 6 paired 1 0 missing
10 0 7 paired 1 0 missing
11 0 0 paired 1 0 missing
11 0 1 paired 1 0 missing
11 0 2 paired 1 0 missing
11 0 3 paired 1 0 missing
11 0 4 paired 1 0 missing
11 0 5 paired 1 0 missing
11 0 6 paired 1 0 missing
11 0 7 paired 1 0 missing
14 0 0 paired 1 0 missing
14 0 1 paired 1 0 missing
14 0 2 paired 1 0 missing
14 0 3 paired 1 0 missing
14 0 4 paired 1 0 missing
14 0 5 paired 1 0 missing
14 0 6 paired 1 0 missing
14 0 7 paired 1 0 missing
15 0 0 paired 1 0 missing
15 0 1 paired 1 0 missing
15 0 2 paired 1 0 missing
15 0 3 paired 1 0 missing
15 0 4 paired 1 0 missing
15 0 5 paired 1 0 missing
15 0 6 paired 1 0 missing
15 0 7 paired 1 0 missing
16 0 0 paired 1 0 missing
16 0 1 paired 1 0 missing
16 0 2 paired 1 0 missing
16 0 3 paired 1 0 missing
16 0 4 paired 1 0 missing
16 0 5 paired 1 0 missing
16 0 6 paired 1 0 missing
16 0 7 paired 1 0 missing
17 0 0 paired 1 0 missing
17 0 1 paired 1 0 missing
17 0 2 paired 1 0 missing
17 0 3 paired 1 0 missing
17 0 4 paired 1 0 missing
17 0 5 paired 1 0 missing
17 0 6 paired 1 0 missing
17 0 7 paired 1 0 missing
18 0 0 paired 1 0 missing
18 0 1 paired 1 0 missing
18 0 2 paired 1 0 missing
18 0 3 paired 1 0 missing
18 0 4 paired 1 0 missing
18 0 5 paired 1 0 missing
18 0 6 paired 1 0 missing
18 0 7 paired 1 0 missing
19 0 0 paired 1 0 missing
19 0 1 paired 1 0 missing
19 0 2 paired 1 0 missing
19 0 3 paired 1 0 missing
19 0 4 paired 1 0 missing
19 0 5 paired 1 0 missing
19 0 6 paired 1 0 missing
19 0 7 paired 1 0 missing
20 0 0 paired 1 0 missing
20 0 1 paired 1 0 missing
20 0 2 paired 1 0 missing
20 0 3 paired 1 0 missing
20 0 4 paired 1 0 missing
20 0 5 paired 1 0 missing
20 0 6 paired 1 0 missing
20 0 7 paired 1 0 missing
21 0 0 paired 1 0 missing
21 0 1 paired 1 0 missing
21 0 2 paired 1 0 missing
21 0 3 paired 1 0 missing
21 0 4 paired 1 0 missing
21 0 5 paired 1 0 missing
21 0 6 paired 1 0 missing
21 0 7 paired 1 0 missing
22 0 0 paired 1 0 missing
22 0 1 paired 1 0 missing
22 0 2 paired 1 0 missing
22 0 3 paired 1 0 missing
22 0 4 paired 1 0 missing
22 0 5 paired 1 0 missing
22 0 6 paired 1 0 missing
22 0 7 paired 1 0 missing
23 0 0 paired 1 0 missing
23 0 1 paired 1 0 missing
23 0 2 paired 1 0 missing
23 0 3 paired 1 0 missing
23 0 4 paired 1 0 missing
23 0 5 paired 1 0 missing
23 0 6 paired 1 0 missing
23 0 7 paired 1 0 missing
26 0 0 paired 1 0 missing
26 0 1 paired 1 0 missing
26 0 2 paired 1 0 missing
26 0 3 paired 1 0 missing
26 0 4 paired 1 0 missing
26 0 5 paired 1 0 missing
26 0 6 paired 1 0 missing
26 0 7 paired 1 0 missing
27 0 0 paired 1 0 missing
27 0 1 paired 1 0 missing
27 0 2 paired 1 0 missing
27 0 3 paired 1 0 missing
27 0 4 paired 1 0 missing
27 0 5 paired 1 0 missing
27 0 6 paired 1 0 missing
27 0 7 paired 1 0 missing
29 0 0 paired 1 0 missing
29 0 1 paired 1 0 missing
29 0 2 paired 1 0 missing
29 0 3 paired 1 0 missing
29 0 4 paired 1 0 missing
29 0 5 paired 1 0 missing
29 0 6 paired 1 0 missing
29 0 7 paired 1 0 missing
30 0 0 paired 1 0 missing
30 0 1 paired 1 0 missing
30 0 2 paired 1 0 missing
30 0 3 paired 1 0 missing
30 0 4 paired 1 0 missing
30 0 5 paired 1 0 missing
30 0 6 paired 1 0 missing
30 0 7 paired 1 0 missing
31 0 0 paired 1 0 missing
31 0 1 paired 1 0 missing
31 0 2 paired 1 0 missing
31 0 3 paired 1 0 missing
31 0 4 paired 1 0 missing
31 0 5 paired 1 0 missing
31 0 6 paired 1 0 missing
31 0 7 paired 1 0 missing
33 0 0 paired 1 0 missing
33 0 1 paired 1 0 missing
33 0 2 paired 1 0 missing
33 0 3 paired 1 0 missing
33 0 4 paired 1 0 missing
33 0 5 paired 1 0 missing
33 0 6 paired 1 0 missing
33 0 7 paired 1 0 missing
34 0 0 paired 1 0 missing
34 0 1 paired 1 0 missing
34 0 2 paired 1 0 missing
34 0 3 paired 1 0 missing
34 0 4 paired 1 0 missing
34 0 5 paired 1 0 missing
34 0 6 paired 1 0 missing
34 0 7 paired 1 0 missing
35 0 0 paired 1 0 missing
35 0 1 paired 1 0 missing
35 0 2 paired 1 0 missing
35 0 3 paired 1 0 missing
35 0 4 paired 1 0 missing
35 0 5 paired 1 0 missing
35 0 6 paired 1 0 missing
35 0 7 paired 1 0 missing
37 0 0 paired 1 0 missing
37 0 1 paired 1 0 missing
37 0 2 paired 1 0 missing
37 0 3 paired 1 0 missing
37 0 4 paired 1 0 missing
37 0 5 paired 1 0 missing
37 0 6 paired 1 0 missing
37 0 7 paired 1 0 missing
38 0 0 paired 1 0 missing
38 0 1 paired 1 0 missing
38 0 2 paired 1 0 missing
38 0 3 paired 1 0 missing
38 0 4 paired 1 0 missing
38 0 5 paired 1 0 missing
38 0 6 paired 1 0 missing
38 0 7 paired 1 0 missing
39 0 0 paired 1 0 missing
39 0 1 paired 1 0 missing
39 0 2 paired 1 0 missing
39 0 3 paired 1 0 missing
39 0 4 paired 1 0 missing
39 0 5 paired 1 0 missing
39 0 6 paired 1 0 missing
39 0 7 paired 1 0 missing
40 0 0 paired 1 0 missing
40 0 1 paired 1 0 missing
40 0 2 paired 1 0 missing
40 0 3 paired 1 0 missing
40 0 4 paired 1 0 missing
40 0 5 paired 1 0 missing
40 0 6 paired 1 0 missing
40 0 7 paired 1 0 missing
41 0 0 paired 1 0 missing
41 0 1 paired 1 0 missing
41 0 2 paired 1 0 missing
41 0 3 paired 1 0 missing
41 0 4 paired 1 0 missing
41 0 5 paired 1 0 missing
41 0 6 paired 1 0 missing
41 0 7 paired 1 0 missing
42 0 0 paired 1 0 missing
42 0 1 paired 1 0 missing
42 0 2 paired 1 0 missing
42 0 3 paired 1 0 missing
42 0 4 paired 1 0 missing
42 0 5 paired 1 0 missing
42 0 6 paired 1 0 missing
42 0 7 paired 1 0 missing
43 0 0 paired 1 0 missing
43 0 1 paired 1 0 missing
43 0 2 paired 1 0 missing
43 0 3 paired 1 0 missing
43 0 4 paired 1 0 missing
43 0 5 paired 1 0 missing
43 0 6 paired 1 0 missing
43 0 7 paired 1 0 missing
44 0 0 paired 1 0 missing
44 0 1 paired 1 0 missing
44 0 2 paired 1 0 missing
44 0 3 paired 1 0 missing
44 0 4 paired 1 0 missing
44 0 5 paired 1 0 missing
44 0 6 paired 1 0 missing
44 0 7 paired 1 0 missing
45 0 0 paired 1 0 missing
45 0 1 paired 1 0 missing
45 0 2 paired 1 0 missing
45 0 3 paired 1 0 missing
45 0 4 paired 1 0 missing
45 0 5 paired 1 0 missing
45 0 6 paired 1 0 missing
45 0 7 paired 1 0 missing
46 0 0 paired 1 0 missing
46 0 1 paired 1 0 missing
46 0 2 paired 1 0 missing
46 0 3 paired 1 0 missing
46 0 4 paired 1 0 missing
46 0 5 paired 1 0 missing
46 0 6 paired 1 0 missing
46 0 7 paired 1 0 missing
48 0 0 paired 1 0 missing
48 0 1 paired 1 0 missing
48 0 2 paired 1 0 missing
48 0 3 paired 1 0 missing
48 0 4 paired 1 0 missing
48 0 5 paired 1 0 missing
48 0 6 paired 1 0 missing
48 0 7 paired 1 0 missing
49 0 0 paired 1 0 missing
49 0 1 paired 1 0 missing
49 0 2 paired 1 0 missing
49 0 3 paired 1 0 missing
49 0 4 paired 1 0 missing
49 0 5 paired 1 0 missing
49 0 6 paired 1 0 missing
49 0 7 paired 1 0 missing
50 0 0 paired 1 0 missing
50 0 1 paired 1 0 missing
50 0 2 paired 1 0 missing
50 0 3 paired 1 0 missing
50 0 4 paired 1 0 missing
50 0 5 paired 1 0 missing
50 0 6 paired 1 0 missing
50 0 7 paired 1 0 missing
60 0 0 paired 1 0 missing
60 0 1 paired 1 0 missing
60 0 2 paired 1 0 missing
60 0 3 paired 1 0 missing
60 0 4 paired 1 0 missing
60 0 5 paired 1 0 missing
60 0 6 paired 1 0 missing
60 0 7 paired 1 0 missing
139 0 0 paired 1 0 missing
139 0 1 paired 1 0 missing
139 0 2 paired 1 0 missing
139 0 3 paired 1 0 missing
139 0 4 paired 1 0 missing
139 0 5 paired 1 0 missing
139 0 6 paired 1 0 missing
139 0 7 paired 1 0 missing
141 0 0 paired 1 0 missing
141 0 1 paired 1 0 missing
141 0 2 paired 1 0 missing
141 0 3 paired 1 0 missing
141 0 4 paired 1 0 missing
141 0 5 paired 1 0 missing
141 0 6 paired 1 0 missing
141 0 7 paired 1 0 missing
142 0 0 paired 1 0 missing
142 0 1 paired 1 0 missing
142 0 2 paired 1 0 missing
142 0 3 paired 1 0 missing
142 0 4 paired 1 0 missing
142 0 5 paired 1 0 missing
142 0 6 paired 1 0 missing
142 0 7 paired 1 0 missing
