# det side strip channel_type expected entries status
3 0 1 single 1 0 missing
3 0 2 single 1 0 missing
3 0 3 single 1 0 missing
3 0 4 single 1 0 missing
3 0 5 single 1 0 missing
3 0 6 single 1 0 missing
3 0 7 single 1 0 missing
3 0 8 single 1 0 missing
3 0 9 single 1 0 missing
3 0 10 single 1 0 missing
3 0 11 single 1 0 missing
3 0 12 single 1 0 missing
3 0 13 single 1 0 missing
3 0 14 single 1 0 missing
3 0 15 single 1 0 missing
3 0 16 single 1 0 missing
3 0 17 single 1 0 missing
3 0 18 single 1 0 missing
3 0 19 single 1 0 missing
3 0 20 single 1 0 missing
3 0 21 single 1 0 missing
3 0 22 single 1 0 missing
3 0 23 single 1 0 missing
3 0 24 single 1 0 missing
3 0 25 single 1 0 missing
3 0 26 single 1 0 missing
3 0 27 single 1 0 missing
3 0 28 single 1 0 missing
3 0 29 single 1 0 missing
3 0 30 single 1 0 missing
3 0 31 single 1 0 missing
3 1 0 single 1 0 missing
3 1 1 single 1 0 missing
3 1 2 single 1 0 missing
3 1 3 single 1 0 missing
4 0 0 single 1 0 missing
4 0 1 single 1 0 missing
4 0 2 single 1 0 missing
4 0 3 single 1 0 missing
4 0 4 single 1 0 missing
4 0 5 single 1 0 missing
4 0 6 single 1 0 missing
4 0 7 single 1 0 missing
4 0 8 single 1 0 missing
4 0 9 single 1 0 missing
4 0 10 single 1 0 missing
4 0 11 single 1 0 missing
4 0 12 single 1 0 missing
4 0 13 single 1 0 missing
4 0 14 single 1 0 missing
4 0 15 single 1 0 missing
4 0 16 single 1 0 missing
4 0 17 single 1 0 missing
4 0 18 single 1 0 missing
4 0 19 single 1 0 missing
4 0 20 single 1 0 missing
4 0 21 single 1 0 missing
4 0 22 single 1 0 missing
4 0 23 single 1 0 missing
4 0 24 single 1 0 missing
4 0 25 single 1 0 missing
4 0 26 single 1 0 missing
4 0 27 single 1 0 missing
4 0 28 single 1 0 missing
4 0 29 single 1 0 missing
4 0 30 single 1 0 missing
4 0 31 single 1 0 missing
4 1 0 single 1 0 missing
4 1 1 single 1 0 missing
4 1 2 single 1 0 missing
4 1 3 single 1 0 missing
5 1 0 single 1 0 missing
5 1 1 single 1 0 missing
5 1 2 single 1 0 missing
5 1 3 single 1 0 missing
8 1 0 single 1 0 missing
8 1 1 single 1 0 missing
8 1 2 single 1 0 missing
8 1 3 single 1 0 missing
9 1 0 single 1 0 missing
9 1 1 single 1 0 missing
9 1 2 single 1 0 missing
9 1 3 single 1 0 missing
10 1 0 single 1 0 missing
10 1 1 single 1 0 missing
10 1 2 single 1 0 missing
10 1 3 single 1 0 missing
11 1 0 single 1 0 missing
11 1 1 single 1 0 missing
11 1 2 single 1 0 missing
11 1 3 single 1 0 missing
14 1 0 single 1 0 missing
14 1 1 single 1 0 missing
14 1 2 single 1 0 missing
14 1 3 single 1 0 missing
15 1 0 single 1 0 missing
15 1 1 single 1 0 missing
15 1 2 single 1 0 missing
15 1 3 single 1 0 missing
16 1 0 single 1 0 missing
16 1 1 single 1 0 missing
16 1 2 single 1 0 missing
16 1 3 single 1 0 missing
17 1 0 single 1 0 missing
17 1 1 single 1 0 missing
17 1 2 single 1 0 missing
17 1 3 single 1 0 missing
18 1 0 single 1 0 missing
18 1 1 single 1 0 missing
18 1 2 single 1 0 missing
18 1 3 single 1 0 missing
19 1 0 single 1 0 missing
19 1 1 single 1 0 missing
19 1 2 single 1 0 missing
19 1 3 single 1 0 missing
20 1 0 single 1 0 missing
20 1 1 single 1 0 missing
20 1 2 single 1 0 missing
20 1 3 single 1 0 missing
21 1 0 single 1 0 missing
21 1 1 single 1 0 missing
21 1 2 single 1 0 missing
21 1 3 single 1 0 missing
22 1 0 single 1 0 missing
22 1 1 single 1 0 missing
22 1 2 single 1 0 missing
22 1 3 single 1 0 missing
23 1 0 single 1 0 missing
23 1 1 single 1 0 missing
23 1 2 single 1 0 missing
23 1 3 single 1 0 missing
26 1 0 single 1 0 missing
26 1 1 single 1 0 missing
26 1 2 single 1 0 missing
26 1 3 single 1 0 missing
27 1 0 single 1 0 missing
27 1 1 single 1 0 missing
27 1 2 single 1 0 missing
27 1 3 single 1 0 missing
29 1 0 single 1 0 missing
29 1 1 single 1 0 missing
29 1 2 single 1 0 missing
29 1 3 single 1 0 missing
30 1 0 single 1 0 missing
30 1 1 single 1 0 missing
30 1 2 single 1 0 missing
30 1 3 single 1 0 missing
31 1 0 single 1 0 missing
31 1 1 single 1 0 missing
31 1 2 single 1 0 missing
31 1 3 single 1 0 missing
33 1 0 single 1 0 missing
33 1 1 single 1 0 missing
33 1 2 single 1 0 missing
33 1 3 single 1 0 missing
34 1 0 single 1 0 missing
34 1 1 single 1 0 missing
34 1 2 single 1 0 missing
34 1 3 single 1 0 missing
35 1 0 single 1 0 missing
35 1 1 single 1 0 missing
35 1 2 single 1 0 missing
35 1 3 single 1 0 missing
37 1 0 single 1 0 missing
37 1 1 single 1 0 missing
37 1 2 single 1 0 missing
37 1 3 single 1 0 missing
38 1 0 single 1 0 missing
38 1 1 single 1 0 missing
38 1 2 single 1 0 missing
38 1 3 single 1 0 missing
39 1 0 single 1 0 missing
39 1 1 single 1 0 missing
39 1 2 single 1 0 missing
39 1 3 single 1 0 missing
40 1 0 single 1 0 missing
40 1 1 single 1 0 missing
40 1 2 single 1 0 missing
40 1 3 single 1 0 missing
41 1 0 single 1 0 missing
41 1 1 single 1 0 missing
41 1 2 single 1 0 missing
41 1 3 single 1 0 missing
42 1 0 single 1 0 missing
42 1 1 single 1 0 missing
42 1 2 single 1 0 missing
42 1 3 single 1 0 missing
43 1 0 single 1 0 missing
43 1 1 single 1 0 missing
43 1 2 single 1 0 missing
43 1 3 single 1 0 missing
44 1 0 single 1 0 missing
44 1 1 single 1 0 missing
44 1 2 single 1 0 missing
44 1 3 single 1 0 missing
45 1 0 single 1 0 missing
45 1 1 single 1 0 missing
45 1 2 single 1 0 missing
45 1 3 single 1 0 missing
46 1 0 single 1 0 missing
46 1 1 single 1 0 missing
46 1 2 single 1 0 missing
46 1 3 single 1 0 missing
48 1 0 single 1 0 missing
48 1 1 single 1 0 missing
48 1 2 single 1 0 missing
48 1 3 single 1 0 missing
49 1 0 single 1 0 missing
49 1 1 single 1 0 missing
49 1 2 single 1 0 missing
49 1 3 single 1 0 missing
50 1 0 single 1 0 missing
50 1 1 single 1 0 missing
50 1 2 single 1 0 missing
50 1 3 single 1 0 missing
60 1 0 single 1 0 missing
60 1 1 single 1 0 missing
60 1 2 single 1 0 missing
60 1 3 single 1 0 missing
139 1 0 single 1 0 missing
139 1 1 single 1 0 missing
139 1 2 single 1 0 missing
139 1 3 single 1 0 missing
141 1 0 single 1 0 missing
141 1 1 single 1 0 missing
141 1 2 single 1 0 missing
141 1 3 single 1 0 missing
142 1 0 single 1 0 missing
142 1 1 single 1 0 missing
142 1 2 single 1 0 missing
142 1 3 single 1 0 missing
5 0 0 paired 1 384 found
5 0 1 paired 1 422 found
5 0 2 paired 1 422 found
5 0 3 paired 1 430 found
5 0 4 paired 1 431 found
5 0 5 paired 1 435 found
5 0 6 paired 1 438 found
5 0 7 paired 1 402 found
8 0 0 paired 1 226 found
8 0 1 paired 1 262 found
8 0 2 paired 1 279 found
8 0 3 paired 1 276 found
8 0 4 paired 1 297 found
8 0 5 paired 1 257 found
8 0 6 paired 1 283 found
8 0 7 paired 1 229 found
9 0 0 paired 1 1079 found
9 0 1 paired 1 1015 found
9 0 2 paired 1 1023 found
9 0 3 paired 1 949 found
9 0 4 paired 1 1036 found
9 0 5 paired 1 1008 found
9 0 6 paired 1 1033 found
9 0 7 paired 1 886 found
10 0 0 paired 1 0 missing
10 0 1 paired 1 0 missing
10 0 2 paired 1 0 missing
10 0 3 paired 1 0 missing
10 0 4 paired 1 0 missing
10 0 5 paired 1 0 missing
10 0 6 paired 1 0 missing
10 0 7 paired 1 0 missing
11 0 0 paired 1 1838 found
11 0 1 paired 1 1730 found
11 0 2 paired 1 1727 found
11 0 3 paired 1 1651 found
11 0 4 paired 1 1637 found
11 0 5 paired 1 1497 found
11 0 6 paired 1 1446 found
11 0 7 paired 1 1364 found
14 0 0 paired 1 0 missing
14 0 1 paired 1 0 missing
14 0 2 paired 1 0 missing
14 0 3 paired 1 0 missing
14 0 4 paired 1 0 missing
14 0 5 paired 1 0 missing
14 0 6 paired 1 0 missing
14 0 7 paired 1 0 missing
15 0 0 paired 1 1065 found
15 0 1 paired 1 1261 found
15 0 2 paired 1 1214 found
15 0 3 paired 1 1241 found
15 0 4 paired 1 1372 found
15 0 5 paired 1 1308 found
15 0 6 paired 1 1442 found
15 0 7 paired 1 1463 found
16 0 0 paired 1 418 found
16 0 1 paired 1 455 found
16 0 2 paired 1 464 found
16 0 3 paired 1 480 found
16 0 4 paired 1 441 found
16 0 5 paired 1 452 found
16 0 6 paired 1 426 found
16 0 7 paired 1 418 found
17 0 0 paired 1 475 found
17 0 1 paired 1 443 found
17 0 2 paired 1 480 found
17 0 3 paired 1 441 found
17 0 4 paired 1 498 found
17 0 5 paired 1 460 found
17 0 6 paired 1 513 found
17 0 7 paired 1 472 found
18 0 0 paired 1 2146 found
18 0 1 paired 1 2535 found
18 0 2 paired 1 2654 found
18 0 3 paired 1 2441 found
18 0 4 paired 1 2539 found
18 0 5 paired 1 2298 found
18 0 6 paired 1 2310 found
18 0 7 paired 1 2091 found
19 0 0 paired 1 0 missing
19 0 1 paired 1 0 missing
19 0 2 paired 1 0 missing
19 0 3 paired 1 0 missing
19 0 4 paired 1 0 missing
19 0 5 paired 1 0 missing
19 0 6 paired 1 970 found
19 0 7 paired 1 1013 found
20 0 0 paired 1 2315 found
20 0 1 paired 1 2315 found
20 0 2 paired 1 2239 found
20 0 3 paired 1 2174 found
20 0 4 paired 1 2041 found
20 0 5 paired 1 1905 found
20 0 6 paired 1 1823 found
20 0 7 paired 1 1774 found
21 0 0 paired 1 808 found
21 0 1 paired 1 893 found
21 0 2 paired 1 941 found
21 0 3 paired 1 847 found
21 0 4 paired 1 857 found
21 0 5 paired 1 859 found
21 0 6 paired 1 881 found
21 0 7 paired 1 875 found
22 0 0 paired 1 1646 found
22 0 1 paired 1 1674 found
22 0 2 paired 1 1800 found
22 0 3 paired 1 1849 found
22 0 4 paired 1 2052 found
22 0 5 paired 1 1984 found
22 0 6 paired 1 2338 found
22 0 7 paired 1 2208 found
23 0 0 paired 1 0 missing
23 0 1 paired 1 2294 found
23 0 2 paired 1 2397 found
23 0 3 paired 1 2342 found
23 0 4 paired 1 2540 found
23 0 5 paired 1 2457 found
23 0 6 paired 1 2653 found
23 0 7 paired 1 2623 found
26 0 0 paired 1 1660 found
26 0 1 paired 1 1468 found
26 0 2 paired 1 1428 found
26 0 3 paired 1 1387 found
26 0 4 paired 1 1333 found
26 0 5 paired 1 1262 found
26 0 6 paired 1 1293 found
26 0 7 paired 1 1217 found
27 0 0 paired 1 0 missing
27 0 1 paired 1 0 missing
27 0 2 paired 1 0 missing
27 0 3 paired 1 0 missing
27 0 4 paired 1 0 missing
27 0 5 paired 1 0 missing
27 0 6 paired 1 0 missing
27 0 7 paired 1 0 missing
29 0 0 paired 1 0 missing
29 0 1 paired 1 1436 found
29 0 2 paired 1 1522 found
29 0 3 paired 1 1655 found
29 0 4 paired 1 1657 found
29 0 5 paired 1 1688 found
29 0 6 paired 1 1783 found
29 0 7 paired 1 1781 found
30 0 0 paired 1 269 found
30 0 1 paired 1 271 found
30 0 2 paired 1 297 found
30 0 3 paired 1 282 found
30 0 4 paired 1 283 found
30 0 5 paired 1 287 found
30 0 6 paired 1 297 found
30 0 7 paired 1 327 found
31 0 0 paired 1 549 found
31 0 1 paired 1 551 found
31 0 2 paired 1 636 found
31 0 3 paired 1 640 found
31 0 4 paired 1 615 found
31 0 5 paired 1 620 found
31 0 6 paired 1 682 found
31 0 7 paired 1 643 found
33 0 0 paired 1 324 found
33 0 1 paired 1 364 found
33 0 2 paired 1 363 found
33 0 3 paired 1 329 found
33 0 4 paired 1 340 found
33 0 5 paired 1 298 found
33 0 6 paired 1 334 found
33 0 7 paired 1 309 found
34 0 0 paired 1 608 found
34 0 1 paired 1 601 found
34 0 2 paired 1 685 found
34 0 3 paired 1 589 found
34 0 4 paired 1 617 found
34 0 5 paired 1 577 found
34 0 6 paired 1 639 found
34 0 7 paired 1 604 found
35 0 0 paired 1 454 found
35 0 1 paired 1 427 found
35 0 2 paired 1 443 found
35 0 3 paired 1 442 found
35 0 4 paired 1 414 found
35 0 5 paired 1 452 found
35 0 6 paired 1 438 found
35 0 7 paired 1 397 found
37 0 0 paired 1 766 found
37 0 1 paired 1 832 found
37 0 2 paired 1 789 found
37 0 3 paired 1 796 found
37 0 4 paired 1 781 found
37 0 5 paired 1 731 found
37 0 6 paired 1 833 found
37 0 7 paired 1 761 found
38 0 0 paired 1 837 found
38 0 1 paired 1 809 found
38 0 2 paired 1 779 found
38 0 3 paired 1 736 found
38 0 4 paired 1 717 found
38 0 5 paired 1 746 found
38 0 6 paired 1 649 found
38 0 7 paired 1 639 found
39 0 0 paired 1 446 found
39 0 1 paired 1 1791 found
39 0 2 paired 1 724 found
39 0 3 paired 1 428 found
39 0 4 paired 1 476 found
39 0 5 paired 1 497 found
39 0 6 paired 1 546 found
39 0 7 paired 1 504 found
40 0 0 paired 1 638 found
40 0 1 paired 1 670 found
40 0 2 paired 1 628 found
40 0 3 paired 1 721 found
40 0 4 paired 1 719 found
40 0 5 paired 1 689 found
40 0 6 paired 1 747 found
40 0 7 paired 1 757 found
41 0 0 paired 1 0 missing
41 0 1 paired 1 0 missing
41 0 2 paired 1 0 missing
41 0 3 paired 1 0 missing
41 0 4 paired 1 0 missing
41 0 5 paired 1 0 missing
41 0 6 paired 1 0 missing
41 0 7 paired 1 0 missing
42 0 0 paired 1 163 found
42 0 1 paired 1 166 found
42 0 2 paired 1 163 found
42 0 3 paired 1 152 found
42 0 4 paired 1 139 found
42 0 5 paired 1 166 found
42 0 6 paired 1 140 found
42 0 7 paired 1 148 found
43 0 0 paired 1 0 missing
43 0 1 paired 1 0 missing
43 0 2 paired 1 0 missing
43 0 3 paired 1 0 missing
43 0 4 paired 1 0 missing
43 0 5 paired 1 0 missing
43 0 6 paired 1 0 missing
43 0 7 paired 1 0 missing
44 0 0 paired 1 0 missing
44 0 1 paired 1 0 missing
44 0 2 paired 1 0 missing
44 0 3 paired 1 0 missing
44 0 4 paired 1 953 found
44 0 5 paired 1 932 found
44 0 6 paired 1 892 found
44 0 7 paired 1 801 found
45 0 0 paired 1 0 missing
45 0 1 paired 1 0 missing
45 0 2 paired 1 0 missing
45 0 3 paired 1 0 missing
45 0 4 paired 1 0 missing
45 0 5 paired 1 0 missing
45 0 6 paired 1 0 missing
45 0 7 paired 1 0 missing
46 0 0 paired 1 840 found
46 0 1 paired 1 849 found
46 0 2 paired 1 828 found
46 0 3 paired 1 815 found
46 0 4 paired 1 798 found
46 0 5 paired 1 753 found
46 0 6 paired 1 748 found
46 0 7 paired 1 728 found
48 0 0 paired 1 406 found
48 0 1 paired 1 423 found
48 0 2 paired 1 432 found
48 0 3 paired 1 425 found
48 0 4 paired 1 478 found
48 0 5 paired 1 467 found
48 0 6 paired 1 385 found
48 0 7 paired 1 409 found
49 0 0 paired 1 268 found
49 0 1 paired 1 292 found
49 0 2 paired 1 268 found
49 0 3 paired 1 287 found
49 0 4 paired 1 262 found
49 0 5 paired 1 235 found
49 0 6 paired 1 253 found
49 0 7 paired 1 249 found
50 0 0 paired 1 709 found
50 0 1 paired 1 774 found
50 0 2 paired 1 796 found
50 0 3 paired 1 751 found
50 0 4 paired 1 839 found
50 0 5 paired 1 875 found
50 0 6 paired 1 824 found
50 0 7 paired 1 853 found
60 0 0 paired 1 762 found
60 0 1 paired 1 786 found
60 0 2 paired 1 762 found
60 0 3 paired 1 801 found
60 0 4 paired 1 778 found
60 0 5 paired 1 821 found
60 0 6 paired 1 821 found
60 0 7 paired 1 824 found
139 0 0 paired 1 853 found
139 0 1 paired 1 798 found
139 0 2 paired 1 826 found
139 0 3 paired 1 767 found
139 0 4 paired 1 873 found
139 0 5 paired 1 846 found
139 0 6 paired 1 813 found
139 0 7 paired 1 769 found
141 0 0 paired 1 0 missing
141 0 1 paired 1 0 missing
141 0 2 paired 1 0 missing
141 0 3 paired 1 0 missing
141 0 4 paired 1 0 missing
141 0 5 paired 1 0 missing
141 0 6 paired 1 0 missing
141 0 7 paired 1 0 missing
142 0 0 paired 1 0 missing
142 0 1 paired 1 0 missing
142 0 2 paired 1 0 missing
142 0 3 paired 1 0 missing
142 0 4 paired 1 0 missing
142 0 5 paired 1 0 missing
142 0 6 paired 1 0 missing
142 0 7 paired 1 0 missing
